hw(rs1),HW
0,3
16,138
17,140
12,122
16,136
11,127
2,40
17,144
13,118
13,139
18,125
5,79
1,23
17,128
13,135
3,48
13,135
5,86
15,127
10,123
10,124
16,121
10,93
6,89
2,41
5,73
10,128
3,46
0,3
14,136
0,3
3,52
16,122
15,138
12,120
14,131
3,52
16,123
13,126
15,114
12,109
13,127
2,41
12,134
8,101
14,109
5,87
10,134
8,96
11,118
5,78
18,124
14,122
5,72
15,131
18,128
16,143
16,125
9,111
19,116
10,107
2,40
8,101
14,136
2,43
18,141
13,123
13,121
8,110
15,120
13,127
14,127
16,123
18,140
9,128
11,127
15,131
15,130
13,131
12,136
4,71
14,131
13,124
15,115
14,127
12,117
15,119
17,130
6,94
12,117
18,121
13,124
11,130
15,129
14,143
15,133
17,134
17,131
14,121
4,70
4,62
18,130
8,121
16,130
17,136
2,42
11,115
10,101
15,129
14,123
2,40
1,21
13,131
9,108
7,95
4,73
17,142
14,134
17,133
15,133
9,118
13,121
15,126
3,51
11,150
1,21
5,78
7,101
10,124
1,23
16,128
16,115
15,121
1,20
0,3
14,136
6,88
2,31
15,105
13,133
15,112
3,52
6,94
13,113
14,125
15,144
14,131
16,138
8,102
8,103
8,96
15,121
11,126
9,122
6,95
7,104
6,95
6,90
6,90
16,141
3,55
16,135
15,147
1,21
12,119
18,126
17,130
16,124
15,125
15,131
12,116
13,121
12,118
6,89
15,141
12,118
17,122
15,136
11,110
8,105
6,97
14,135
17,131
15,132
9,124
15,114
4,55
18,139
16,141
15,130
15,133
16,128
2,35
13,142
12,117
12,129
1,23
6,80
12,123
9,111
5,80
18,114
16,126
18,122
0,1
7,108
3,53
10,115
14,126
16,148
14,132
8,105
13,124
14,115
12,123
10,120
7,103
14,126
14,115
16,134
11,118
11,116
16,137
17,142
7,92
16,136
18,132
10,114
15,130
8,111
14,122
14,138
14,122
8,106
5,83
5,79
14,137
10,115
16,134
13,143
15,119
18,118
13,122
2,40
6,95
17,138
10,111
15,130
9,114
15,127
7,107
20,126
16,140
10,109
4,66
0,3
11,122
13,117
2,34
16,122
0,3
2,40
9,121
3,52
10,124
3,52
16,128
11,122
9,118
17,143
14,133
10,105
6,87
1,21
0,3
7,111
1,20
14,145
17,123
16,133
18,133
9,123
13,125
3,61
12,136
15,145
1,21
12,108
2,37
17,155
10,112
18,126
7,102
18,129
17,133
1,21
15,132
11,119
16,141
15,114
6,100
0,3
3,58
7,82
12,115
7,85
0,1
13,134
3,51
1,23
15,131
7,95
11,129
14,118
12,113
5,80
14,123
6,99
17,130
7,90
5,70
13,129
1,20
17,119
18,162
17,125
2,40
7,98
3,48
15,127
9,137
17,131
11,114
10,105
3,57
7,106
15,119
14,143
16,150
15,138
4,66
5,79
17,135
4,65
7,102
16,127
16,118
16,137
0,3
13,135
1,21
6,98
8,121
10,122
7,92
0,3
5,67
1,22
4,75
17,126
17,126
17,113
3,53
21,114
14,108
3,45
5,81
13,120
9,106
17,118
6,94
12,128
7,106
8,117
15,139
7,98
16,116
7,102
11,120
16,129
0,3
12,127
14,125
16,124
9,111
16,136
14,126
16,126
0,3
9,128
14,133
16,128
2,37
15,121
16,129
10,107
16,123
1,20
13,142
17,135
13,131
12,127
11,109
13,124
13,132
15,126
17,147
10,106
5,86
4,55
17,137
15,118
9,102
4,63
16,121
13,127
7,101
17,123
17,112
13,139
6,87
17,126
9,113
13,120
8,105
5,71
0,3
13,128
10,108
15,135
12,132
12,116
12,126
5,75
17,124
16,136
1,20
8,112
15,98
8,102
6,97
1,22
5,83
15,126
13,132
8,97
18,128
16,136
7,91
17,130
9,113
0,3
11,112
19,131
4,72
2,35
12,113
1,23
10,111
14,127
16,126
9,103
16,127
8,112
10,107
17,152
19,110
13,129
1,23
16,131
7,94
3,55
1,20
13,129
1,21
16,139
7,89
0,3
3,58
2,41
14,126
15,134
2,40
1,23
16,138
18,141
1,21
14,120
16,129
17,131
16,145
16,125
19,121
12,127
9,107
15,128
9,94
8,93
1,23
13,126
13,126
14,131
9,104
15,129
18,139
17,131
10,141
16,127
15,146
14,140
9,124
0,1
10,111
6,83
15,122
4,72
5,82
7,109
1,23
10,116
5,78
7,110
11,103
14,135
10,116
11,107
4,64
12,128
6,82
14,133
2,38
5,80
2,37
1,21
16,150
14,141
4,65
13,122
15,125
5,83
17,123
12,136
8,115
14,126
15,139
11,129
13,132
13,125
4,72
3,47
4,67
16,129
9,107
3,56
10,112
7,102
16,129
10,122
10,120
6,84
15,128
14,133
15,119
12,105
13,129
17,118
13,140
6,89
6,98
7,91
8,98
9,105
17,135
11,130
19,136
10,117
5,84
14,151
12,122
4,76
3,48
8,100
14,123
11,118
14,133
11,119
3,53
1,23
15,129
4,69
13,111
15,132
2,36
14,119
17,131
17,129
14,136
7,95
16,127
14,129
9,98
7,94
5,80
9,113
15,124
8,102
18,129
18,123
17,149
0,1
10,127
9,106
8,106
11,119
16,147
14,110
2,32
7,93
12,124
12,129
9,115
16,125
4,75
15,141
15,119
14,140
16,112
5,87
0,1
6,84
9,122
15,143
1,23
6,91
16,137
14,126
2,36
8,93
13,117
13,138
11,110
13,135
14,152
17,125
3,57
14,108
11,131
13,126
19,135
0,1
12,128
11,114
15,133
9,122
14,151
3,56
8,107
15,131
3,59
13,124
16,132
14,115
9,119
19,132
8,118
13,136
14,121
0,1
6,90
16,125
16,147
15,117
9,94
3,51
11,122
11,109
10,107
2,39
1,23
0,1
13,116
12,134
5,69
16,124
14,137
14,122
2,40
12,135
5,73
4,73
8,97
11,115
15,126
16,125
13,114
1,21
5,88
13,109
15,128
9,107
11,122
15,119
0,1
10,115
19,126
9,118
8,105
18,154
11,113
8,104
14,133
16,153
7,101
6,86
9,116
16,147
15,126
1,21
3,53
12,136
16,122
9,108
14,131
5,76
7,90
14,124
9,119
14,115
1,23
2,43
15,133
14,127
10,118
0,3
16,128
1,21
15,128
12,110
4,66
13,130
16,145
17,124
7,94
18,115
5,77
3,54
14,123
13,139
14,129
1,20
11,114
17,125
14,127
16,122
1,20
14,132
15,130
12,126
15,145
1,21
13,123
7,103
11,125
17,113
11,129
5,62
12,107
9,114
3,57
10,110
5,70
5,75
8,109
7,100
15,134
5,73
15,148
14,114
13,126
5,75
17,152
6,93
5,80
8,106
0,3
11,112
15,122
10,110
11,133
7,111
16,119
15,124
8,128
12,138
7,95
15,123
12,140
4,73
15,135
17,140
15,129
11,123
14,137
3,57
8,101
18,125
10,124
10,107
8,115
13,129
15,131
13,126
13,118
14,141
10,140
16,121
11,120
4,75
11,117
8,120
14,131
7,94
4,77
9,111
4,70
15,132
15,148
11,130
17,132
19,128
17,138
17,130
5,71
15,117
17,123
9,103
3,54
7,98
0,1
6,89
3,62
15,130
16,128
7,94
13,121
0,3
0,1
0,1
3,57
8,97
5,70
6,88
17,125
4,66
15,126
16,114
6,95
16,132
5,73
16,122
11,125
7,100
6,89
12,140
15,123
15,110
16,148
6,79
12,118
16,139
10,112
15,128
10,109
18,129
0,1
0,1
16,120
18,129
13,124
17,131
16,145
20,147
1,21
14,125
14,134
9,100
5,79
13,126
6,98
21,135
17,120
8,111
4,66
15,120
18,123
7,104
8,96
14,139
12,125
12,127
17,129
2,40
11,111
16,136
2,40
12,122
14,138
7,98
14,118
12,134
15,134
11,106
14,129
15,144
10,112
10,93
14,137
16,128
3,50
11,137
14,130
2,39
14,123
11,134
10,124
12,108
10,127
11,129
17,132
12,121
14,138
13,114
11,137
18,112
3,56
8,114
18,131
15,132
8,108
15,107
17,139
13,122
14,132
15,135
12,129
16,116
13,118
15,135
11,124
13,129
8,113
11,115
9,102
12,119
1,23
7,99
0,3
4,67
10,112
0,1
13,130
14,128
4,77
14,127
2,35
6,89
17,133
10,115
15,132
6,80
20,124
12,106
10,128
17,132
16,112
12,136
12,114
10,108
9,118
16,141
9,112
14,118
12,134
9,97
16,127
11,114
17,144
19,132
15,134
11,119
18,138
13,124
15,133
17,120
16,120
10,119
9,102
15,119
14,125
14,130
10,120
12,133
20,128
16,135
13,127
5,83
2,39
1,21
14,137
5,84
9,117
6,96
3,55
9,107
9,118
15,126
15,139
14,137
3,41
9,105
11,125
13,126
8,103
18,120
14,130
3,54
12,132
15,134
16,119
12,125
1,23
10,117
4,67
12,106
10,106
12,125
17,115
12,128
15,119
13,126
9,110
4,63
16,104
5,82
5,82
12,126
9,127
17,132
7,103
15,133
5,76
11,129
9,105
8,113
15,130
16,123
5,77
12,113
13,139
9,110
15,140
3,57
14,132
13,121
18,129
12,124
10,119
7,104
3,57
7,102
19,102
16,119
15,113
14,144
4,62
10,118
3,48
9,105
17,124
17,135
10,124
15,130
11,125
0,1
8,114
14,136
14,125
6,99
13,131
14,115
0,1
3,48
14,131
11,129
16,127
17,116
17,139
17,109
5,84
7,108
18,112
18,134
17,129
13,131
11,122
2,41
8,111
14,115
13,113
12,116
12,144
0,3
12,130
6,87
15,147
10,122
13,129
14,149
9,113
5,75
14,131
10,105
13,145
9,100
11,126
6,87
15,126
3,52
0,3
6,80
6,87
2,40
16,137
7,100
19,130
19,140
12,142
5,90
14,120
0,3
14,123
3,55
5,95
16,140
17,138
2,36
3,58
4,62
13,124
15,130
17,142
16,125
16,132
5,76
8,101
6,87
12,119
0,1
7,96
10,123
5,74
0,3
15,121
12,122
4,64
13,125
3,45
16,124
8,96
11,127
1,21
14,124
17,128
17,107
9,123
4,64
8,107
19,125
12,128
17,144
13,111
11,113
12,121
15,123
17,115
15,132
14,105
7,96
11,127
16,151
4,68
16,149
9,103
8,106
15,120
16,112
7,104
4,69
9,108
15,126
16,141
6,97
18,135
7,103
0,3
0,3
12,108
10,134
16,139
8,100
16,129
12,96
11,120
15,131
11,116
11,115
15,127
17,131
5,85
15,139
13,122
6,96
16,149
11,130
3,56
17,130
15,132
15,126
15,135
0,3
10,107
18,142
0,3
4,64
13,114
13,135
11,118
11,127
12,139
8,110
5,79
14,117
0,3
0,3
17,138
13,139
4,66
17,112
4,67
12,108
16,143
10,115
13,138
16,130
18,103
5,85
14,133
10,123
15,131
16,121
7,99
14,115
16,137
8,109
5,75
3,59
14,131
14,134
14,128
13,137
15,124
14,127
14,126
3,58
18,138
16,121
4,65
19,123
17,122
12,127
17,137
15,122
12,120
9,107
10,109
13,120
15,127
15,125
14,132
14,128
13,125
14,133
0,3
8,107
11,114
19,117
13,123
17,123
8,106
14,124
7,95
18,130
18,136
20,128
9,113
17,125
17,127
9,114
16,130
7,104
4,72
12,130
12,127
16,110
7,111
9,115
0,1
17,128
16,118
6,86
3,48
15,117
12,120
16,143
14,129
17,121
14,133
14,126
9,114
15,140
14,123
15,126
18,123
16,131
13,117
16,120
12,117
18,124
7,102
3,52
15,125
12,138
17,120
19,145
14,134
16,139
19,134
15,117
12,134
16,127
16,124
18,130
15,115
3,53
7,100
16,143
9,116
7,110
13,146
9,118
12,157
19,121
18,142
3,58
1,20
10,123
11,127
3,50
6,96
16,126
12,133
1,23
5,82
14,137
0,3
17,128
4,68
11,129
7,94
9,126
7,104
5,81
0,3
3,61
10,127
14,135
2,37
15,130
15,116
1,23
17,123
10,117
19,130
10,116
3,55
15,128
17,127
14,128
2,40
13,117
6,82
14,150
14,129
9,111
16,121
0,3
13,149
12,122
14,129
13,133
14,109
18,132
16,127
16,117
14,113
7,97
13,118
11,115
17,136
6,86
18,138
5,85
12,123
2,36
14,137
14,148
13,116
16,142
4,69
3,49
0,3
8,98
15,134
7,85
9,94
11,124
1,21
18,123
15,136
6,96
13,127
1,23
15,138
4,73
14,136
18,134
3,60
14,123
6,89
13,133
21,141
0,1
0,3
11,119
9,120
5,76
19,133
13,125
13,121
8,113
3,52
9,118
17,134
16,133
8,99
2,43
16,129
19,130
12,122
0,3
11,129
3,54
2,39
7,102
1,23
16,136
16,125
3,51
17,127
16,131
16,133
11,116
3,55
15,140
11,120
15,132
17,117
12,128
15,127
0,1
14,122
14,149
12,119
16,121
17,121
12,140
16,132
16,125
11,112
19,126
15,118
2,38
17,112
8,100
6,84
9,112
10,123
9,104
17,135
2,40
9,100
11,124
16,112
15,133
4,77
18,122
1,21
9,101
4,68
13,123
14,128
17,123
11,127
17,138
15,130
15,128
15,109
3,50
17,140
13,119
12,128
8,109
0,3
17,124
14,144
2,35
9,117
16,113
21,134
19,137
16,134
12,127
19,134
7,100
12,125
7,105
16,145
12,128
17,129
17,121
16,118
8,111
2,41
18,126
6,84
20,156
10,99
20,111
16,128
16,124
9,125
5,74
6,83
9,122
4,70
13,144
4,72
12,97
14,130
9,108
2,41
7,74
0,1
0,3
7,109
17,133
4,72
14,112
9,122
10,112
15,140
13,121
15,120
17,130
9,99
16,130
9,95
16,128
7,106
0,3
3,55
11,135
1,20
1,23
7,109
16,130
11,117
1,23
9,100
10,124
1,21
17,132
0,1
18,114
4,69
9,112
14,127
0,3
18,147
11,128
15,137
16,127
1,21
9,114
4,64
7,88
8,116
7,109
17,119
17,125
17,143
9,119
12,124
10,123
12,112
13,154
6,89
15,130
3,57
15,139
13,131
4,52
15,135
16,138
0,3
21,137
11,124
13,128
14,115
5,71
15,126
9,118
11,128
4,51
15,119
17,134
14,129
1,23
13,138
14,108
15,125
15,132
8,103
10,114
7,97
15,148
1,20
15,152
15,144
11,132
16,138
9,112
13,128
6,94
13,137
10,121
14,123
6,94
16,137
16,136
14,120
7,86
13,138
16,129
16,132
2,40
10,114
6,101
12,105
18,142
16,144
18,149
0,3
7,96
15,129
2,43
18,119
18,130
14,107
6,100
20,125
1,22
15,127
16,141
11,111
12,111
16,140
15,128
13,117
4,64
13,111
13,123
12,112
6,85
1,23
16,123
16,124
1,21
15,129
12,125
18,136
13,128
11,128
12,131
11,117
15,123
15,131
11,131
10,139
9,105
7,97
11,127
17,116
8,121
16,133
8,100
16,144
16,111
16,116
16,134
9,105
7,108
10,119
17,118
16,106
15,124
16,133
10,110
1,22
11,118
17,126
1,23
14,109
17,139
11,118
7,102
5,79
10,111
1,20
17,133
17,135
11,120
0,1
3,53
12,129
19,131
15,134
12,137
11,132
1,23
6,102
17,117
7,96
16,148
16,130
12,132
11,126
0,3
5,82
9,129
15,126
16,152
13,129
16,121
13,115
17,129
16,125
15,137
11,103
8,113
14,122
18,133
19,136
15,118
19,107
14,137
16,130
13,128
16,113
18,132
17,115
7,100
14,113
7,81
3,49
13,126
15,114
3,58
13,141
5,81
14,115
1,23
13,116
5,89
16,120
17,123
17,118
15,133
15,118
6,85
2,39
15,152
16,130
8,96
17,133
2,41
3,55
15,136
0,3
16,139
6,86
13,124
15,129
10,115
0,3
15,140
19,129
10,113
13,113
10,121
7,115
17,130
17,129
14,127
16,129
15,130
13,113
4,54
8,102
6,91
16,117
9,139
11,113
13,123
12,118
2,36
2,40
17,126
14,131
12,132
2,31
3,44
1,23
7,101
14,133
11,124
16,127
16,126
16,132
17,133
8,96
6,96
18,136
10,120
7,95
17,111
5,75
8,104
7,106
14,131
17,128
4,67
9,105
11,111
14,132
0,3
7,85
2,37
18,131
16,108
8,110
2,38
6,80
0,3
3,59
13,123
12,117
14,119
13,116
17,127
12,118
12,121
1,23
10,105
18,129
14,127
10,112
12,124
16,116
16,119
14,136
11,110
13,124
1,20
18,118
4,66
9,115
12,131
12,124
16,118
9,109
18,138
9,97
11,121
11,126
7,103
15,125
13,128
3,55
10,119
15,134
7,98
16,143
6,97
12,119
16,135
13,120
9,122
16,146
6,95
0,3
1,20
10,107
14,146
15,138
13,124
5,77
16,130
18,142
11,111
17,110
10,132
16,123
14,111
17,133
17,136
14,124
16,125
15,142
7,100
10,105
2,38
0,3
6,89
10,131
16,118
2,42
16,130
6,93
13,116
12,108
7,104
6,98
17,124
14,118
14,143
0,3
7,105
0,3
8,106
1,22
18,126
11,144
14,124
16,121
13,105
14,106
17,148
14,121
21,131
14,125
16,124
6,92
4,66
18,140
11,112
7,98
13,139
14,140
14,121
14,128
0,1
14,138
12,114
9,118
13,128
9,121
15,144
14,128
6,93
10,130
11,131
17,116
11,112
4,67
17,119
15,108
16,131
12,143
15,134
17,125
15,131
4,64
13,119
19,125
7,102
14,128
8,111
12,122
15,116
7,107
1,23
13,119
17,150
9,118
15,133
1,17
2,40
9,114
2,35
7,74
12,144
15,124
17,119
15,131
14,128
14,154
13,117
7,111
13,119
15,119
15,127
13,119
11,103
13,123
11,132
6,83
0,1
9,117
11,120
11,126
5,74
0,1
18,124
2,39
17,126
4,71
6,94
3,58
3,51
14,129
16,138
3,59
9,114
9,114
14,135
4,59
5,85
3,52
1,23
13,136
7,108
13,140
1,23
16,134
5,82
12,128
14,113
10,120
15,131
5,80
1,23
14,120
14,131
7,112
11,125
16,118
7,107
14,138
18,123
18,137
13,114
15,129
16,133
15,135
9,111
5,77
12,147
16,133
16,117
13,121
16,129
2,42
14,134
12,136
13,120
4,75
8,99
14,130
14,136
16,130
1,23
0,3
6,94
17,123
4,68
6,88
11,133
9,98
3,56
16,140
5,77
16,137
17,146
14,133
15,122
11,127
4,56
15,137
15,129
17,127
11,126
11,114
12,120
5,82
16,129
13,117
16,146
16,135
7,106
15,128
17,116
15,105
15,130
11,126
6,82
4,70
15,131
19,129
18,129
14,140
8,107
5,77
18,123
15,126
11,116
8,117
16,135
18,130
3,52
17,113
1,21
15,120
3,58
17,144
11,109
10,125
16,126
12,132
13,134
17,135
11,136
1,23
4,59
8,111
3,53
1,21
19,128
17,138
16,135
17,123
16,132
18,129
15,126
2,42
0,1
1,21
12,118
9,127
12,114
16,125
11,124
3,54
13,116
10,131
17,142
0,3
17,132
6,87
6,93
17,124
1,23
10,119
6,94
15,134
8,103
11,117
8,119
9,117
12,122
15,123
18,122
16,112
15,131
17,145
12,117
16,132
16,134
12,127
14,146
5,80
12,118
10,133
17,113
9,121
19,124
4,74
7,91
1,23
13,135
13,117
18,134
11,122
16,137
10,116
7,110
16,123
13,145
16,121
13,132
18,129
14,117
19,134
3,57
18,154
9,118
10,119
15,120
14,132
15,132
11,114
5,68
14,134
6,93
9,117
12,135
16,131
16,119
17,122
17,129
3,59
14,134
1,22
13,128
12,138
1,21
14,132
9,127
8,99
12,112
16,114
9,95
11,134
14,135
2,34
11,113
17,136
5,71
9,111
17,123
15,130
18,148
8,108
5,79
5,86
10,122
9,119
10,112
8,109
3,55
1,21
10,129
12,127
12,108
18,134
9,115
7,100
8,95
3,57
13,143
5,81
9,101
15,137
4,66
11,126
14,139
12,108
13,119
14,119
10,118
17,124
12,115
15,159
1,17
9,109
16,111
7,94
15,115
17,129
13,130
16,130
9,120
18,105
14,136
14,107
10,117
5,76
15,121
7,106
17,123
14,138
0,3
10,121
15,136
10,108
15,133
13,112
13,122
14,135
6,86
2,34
14,130
16,134
7,100
14,127
8,103
17,123
11,117
19,139
14,125
16,140
5,78
11,94
16,111
10,107
12,118
13,108
5,75
7,81
14,124
5,79
12,116
7,95
14,134
9,107
13,119
6,84
13,120
17,131
16,136
15,121
17,117
16,134
16,137
3,52
8,98
15,125
17,142
15,126
3,48
3,55
1,23
3,50
0,3
1,23
13,136
7,108
1,21
5,73
4,76
11,122
4,71
15,130
0,3
8,115
14,137
18,142
9,99
17,141
16,121
4,72
2,39
6,82
10,114
5,79
4,67
12,129
16,130
12,130
12,121
7,104
6,98
15,128
2,40
3,55
17,122
14,119
17,133
4,69
3,61
3,53
5,84
7,94
6,82
16,143
7,91
13,129
0,1
15,125
8,101
7,107
18,144
14,130
14,146
15,130
14,130
17,121
13,144
6,81
4,77
15,130
15,130
2,43
16,133
16,146
6,82
10,122
14,119
11,141
7,95
14,128
7,91
3,48
18,129
13,125
4,62
5,66
18,142
15,131
3,52
8,109
5,85
11,115
13,116
13,127
18,130
7,115
9,105
18,134
12,125
12,124
14,133
12,133
7,85
5,75
1,23
15,117
13,133
15,144
12,123
4,76
1,23
10,89
0,3
17,131
8,94
15,129
12,132
8,102
15,131
13,120
1,20
16,117
1,20
1,21
17,122
6,90
17,132
14,123
4,64
4,70
8,108
15,137
11,113
15,127
11,130
15,119
6,85
7,85
20,144
13,132
14,127
16,134
16,137
11,120
5,72
11,127
4,68
14,127
13,131
14,129
12,108
17,137
8,86
8,117
11,115
15,136
15,131
8,106
6,75
10,115
12,136
11,108
13,129
6,78
14,116
12,127
18,126
14,122
10,120
1,17
17,126
16,125
12,131
6,78
16,118
0,1
10,114
11,125
17,144
11,120
3,46
2,39
9,111
13,120
4,75
6,92
11,132
10,123
14,116
13,120
13,121
14,132
15,113
3,55
16,131
2,41
12,117
3,63
8,90
7,100
2,37
6,89
5,75
12,127
18,129
16,128
13,125
9,99
6,75
19,134
6,96
11,123
1,21
15,110
2,41
10,134
19,119
7,90
17,130
16,126
15,136
14,120
3,59
6,96
14,132
8,123
15,117
9,101
16,140
15,137
14,116
0,3
10,123
7,100
4,71
16,131
13,128
6,88
8,110
3,51
12,132
10,117
17,124
2,34
18,107
7,103
3,59
6,86
13,125
17,130
8,109
5,84
11,110
3,50
10,118
8,110
13,134
16,127
2,36
4,79
0,1
1,20
13,104
5,86
4,64
9,115
7,103
17,137
16,123
13,128
17,130
1,23
11,112
16,129
14,128
1,23
10,126
14,147
16,119
14,116
4,69
8,108
18,135
10,109
7,86
16,132
13,129
9,107
14,124
2,31
16,130
18,130
4,70
17,129
15,143
17,142
11,136
0,1
8,110
16,125
13,139
17,119
8,101
12,118
8,108
18,130
9,120
3,56
18,140
21,134
8,97
1,23
5,78
8,93
19,131
15,120
14,124
8,111
17,145
0,3
3,52
15,147
11,126
14,124
5,77
9,127
17,125
8,94
5,73
11,130
12,134
16,116
0,1
8,111
7,96
16,123
12,126
2,41
11,123
12,140
11,137
11,127
18,112
16,121
8,112
15,123
16,138
12,117
10,140
10,120
10,120
13,113
13,123
13,137
1,23
16,120
14,137
9,112
14,121
18,134
8,89
19,140
3,54
18,119
14,116
5,81
14,127
8,116
11,124
12,109
9,114
2,36
17,137
11,109
12,136
8,117
1,20
17,124
8,101
0,3
1,23
16,141
4,58
7,95
6,82
12,126
15,130
4,57
8,116
17,112
3,53
4,55
14,132
9,100
14,125
2,40
0,3
7,104
14,134
2,42
10,115
12,123
14,126
5,78
12,112
13,129
17,132
3,56
2,38
11,125
12,126
7,89
21,136
1,19
5,80
1,17
12,126
13,127
2,40
16,139
12,116
15,145
2,38
6,86
7,102
17,136
11,126
15,126
14,130
13,136
3,57
14,118
7,82
0,1
10,109
7,96
12,124
17,132
16,129
11,127
6,88
15,128
14,137
15,124
12,125
16,140
10,109
14,122
11,127
1,19
10,127
14,130
18,121
9,110
12,129
13,140
6,87
15,138
13,123
2,39
13,133
6,85
10,135
16,132
0,3
13,125
11,129
12,116
12,141
7,97
14,121
1,21
14,140
17,138
0,1
5,82
13,143
6,95
13,124
18,140
11,113
1,20
15,120
14,130
12,125
2,41
19,126
17,138
17,127
0,3
4,65
16,125
9,120
13,142
8,85
2,43
13,140
9,110
2,36
21,130
12,137
10,112
13,129
16,138
12,112
2,38
1,22
13,119
15,141
11,130
10,117
2,43
11,124
7,99
14,126
14,122
17,125
7,91
17,128
20,122
8,113
8,116
15,126
12,131
13,140
4,56
2,39
17,123
5,80
7,84
13,122
2,42
14,145
0,3
17,118
15,119
12,113
0,3
12,128
18,132
12,135
12,124
14,127
17,144
17,136
14,125
8,106
8,107
18,132
13,119
14,138
1,23
11,124
12,125
11,103
6,90
15,119
12,118
0,3
5,72
9,130
1,22
17,118
16,138
17,143
13,120
15,115
1,21
6,80
12,122
12,118
12,121
0,3
7,101
8,114
19,123
1,23
0,3
6,96
0,1
13,119
4,67
13,126
13,145
15,145
11,121
12,139
5,85
18,147
18,119
14,129
11,119
6,90
4,64
14,125
10,117
10,120
11,128
14,137
4,61
11,118
16,132
14,144
20,120
15,140
11,133
16,129
12,129
6,74
6,76
2,33
15,121
8,117
10,115
13,137
10,118
9,105
17,127
14,132
15,132
12,125
18,115
14,123
2,37
16,113
16,124
18,118
20,124
13,130
4,73
12,134
4,56
14,117
14,133
13,128
15,140
2,37
7,105
16,124
10,123
15,128
15,118
13,134
16,135
19,134
8,114
5,84
14,151
16,127
10,127
16,138
17,136
16,141
19,137
17,119
16,136
16,138
13,143
15,128
3,59
3,55
9,113
15,144
17,134
12,120
13,132
9,120
11,122
16,139
17,143
15,139
9,90
11,112
16,123
14,137
8,107
0,3
13,133
12,134
4,60
2,32
14,121
7,109
8,120
14,113
8,95
10,127
7,88
11,122
10,127
1,21
16,132
16,114
4,69
17,115
11,124
7,91
9,111
15,129
10,112
2,41
10,131
15,112
16,133
18,132
17,129
14,125
5,83
2,41
8,96
12,146
14,141
16,113
6,83
9,110
5,79
13,139
15,139
15,129
16,128
19,116
2,35
11,129
17,131
16,145
2,39
17,157
0,3
10,114
17,129
14,129
6,83
9,115
2,39
16,140
6,108
5,76
3,57
0,3
16,127
16,139
14,132
16,126
15,118
0,3
1,20
13,122
14,129
10,102
13,135
3,56
1,19
11,131
4,75
15,133
15,139
11,130
9,115
10,126
14,121
14,141
17,119
5,90
15,139
5,83
2,38
4,57
1,23
15,132
2,38
8,92
1,23
1,23
16,127
17,137
11,122
16,132
12,123
15,130
5,91
2,35
15,129
9,107
14,114
9,105
13,126
2,41
13,119
16,125
13,119
18,116
0,3
10,128
12,117
14,115
1,20
4,71
12,143
12,128
15,136
13,123
11,111
11,113
6,95
7,95
17,131
12,126
14,133
16,116
0,1
8,98
14,122
5,86
16,135
16,122
14,131
3,55
12,120
13,119
1,21
16,125
10,104
13,133
8,103
6,93
20,123
14,125
10,119
10,112
10,134
5,78
13,102
14,125
17,121
9,120
11,127
2,38
15,117
9,116
14,138
14,109
3,59
15,124
9,117
11,109
13,126
0,3
17,118
14,125
8,112
12,122
9,108
6,101
1,23
7,104
3,47
7,98
15,130
9,98
11,121
12,120
1,23
6,101
2,41
16,139
2,39
10,105
3,47
7,99
15,130
1,20
11,135
12,113
14,121
10,121
16,128
4,66
10,119
15,118
5,82
10,114
3,57
15,121
8,106
13,126
9,95
9,108
1,23
11,114
0,3
8,112
4,74
17,120
4,60
11,130
5,83
5,84
8,111
15,125
14,139
13,123
11,117
15,140
1,23
5,87
6,91
11,119
8,98
15,117
18,117
10,103
1,21
3,57
4,79
17,126
16,118
18,119
1,23
15,147
1,21
2,39
11,122
13,134
10,119
4,65
9,121
15,127
16,114
3,45
7,99
15,115
12,111
11,114
17,114
14,144
13,123
2,42
16,121
9,117
4,66
15,129
2,43
17,127
15,140
7,100
5,79
3,50
15,127
8,103
15,123
14,113
18,134
11,125
13,114
1,23
8,108
16,111
15,120
16,151
17,138
10,125
18,118
12,123
8,95
11,123
14,133
4,79
11,91
15,125
16,137
15,136
17,124
7,109
8,99
14,128
4,66
9,110
16,131
8,101
18,121
8,111
16,134
17,123
15,142
17,138
12,141
14,112
5,87
3,52
13,124
11,116
4,60
16,118
14,135
1,23
4,66
15,123
20,140
4,67
0,1
12,137
3,57
9,119
17,137
9,115
11,125
8,99
8,112
9,115
17,140
17,120
17,114
5,92
5,84
9,106
10,120
18,130
11,112
16,140
11,133
1,23
10,111
17,131
1,21
10,120
16,128
16,134
12,119
1,21
11,125
13,129
10,110
2,36
16,105
4,74
9,103
9,101
17,130
16,131
12,135
1,20
16,136
17,137
14,116
14,135
18,129
16,138
8,113
14,120
5,68
13,119
14,132
5,78
1,23
15,113
5,73
19,149
9,114
6,83
11,110
7,111
7,85
10,117
13,140
19,124
9,102
21,137
19,137
9,125
8,98
13,116
5,94
17,119
17,143
1,23
1,17
5,80
16,140
8,110
8,100
18,126
18,127
11,126
14,135
13,118
13,128
11,123
17,123
10,124
13,124
5,79
17,120
1,23
5,76
2,41
14,136
5,80
14,120
18,135
2,40
1,23
17,141
17,125
13,123
0,3
14,112
10,117
19,130
7,122
4,69
18,114
14,119
15,112
14,117
4,71
5,80
17,117
13,142
3,59
15,132
2,39
18,127
13,121
14,120
16,119
17,131
