hw(rs1),HW
1,23
9,124
14,139
15,128
10,129
13,131
18,144
0,3
2,39
4,64
2,41
16,124
7,93
8,108
14,123
12,139
15,126
17,136
14,115
18,126
16,137
4,59
13,118
4,74
17,123
16,119
14,121
18,120
16,138
16,122
13,123
1,21
15,131
18,118
14,137
17,149
3,53
1,20
2,41
18,122
5,88
16,129
16,109
6,98
14,145
13,131
10,124
13,114
12,105
4,76
14,118
7,98
8,118
0,3
10,135
7,108
15,140
13,125
3,61
9,114
15,130
6,96
13,148
8,108
16,152
15,137
6,85
1,23
12,127
17,134
12,130
13,148
17,122
16,140
14,127
10,123
15,124
1,23
14,134
17,124
5,84
1,23
11,135
19,128
0,1
12,114
19,130
0,1
15,141
9,115
17,126
13,136
6,88
2,41
9,133
14,143
14,134
11,118
3,48
3,50
16,136
16,120
0,1
17,128
16,122
11,112
14,124
14,132
12,130
18,121
4,72
16,116
15,129
14,129
11,124
16,133
15,146
1,20
3,53
3,57
14,139
15,119
4,73
0,3
11,106
5,77
3,50
2,35
1,20
18,118
11,110
2,37
11,121
9,110
12,114
15,132
1,21
13,125
10,102
16,127
3,55
17,125
16,117
18,120
8,100
9,115
0,1
15,121
10,125
11,122
7,84
13,135
5,91
2,36
15,118
18,116
16,138
18,128
9,103
11,123
17,144
17,128
14,140
10,106
21,145
2,36
13,126
10,121
17,123
17,150
0,1
2,37
15,138
9,104
6,78
3,55
8,114
0,3
15,118
8,107
13,132
0,3
14,107
14,134
0,3
3,58
15,135
4,70
13,137
13,127
4,70
13,127
7,100
16,145
1,21
12,131
14,140
15,130
1,23
11,111
6,84
13,129
1,23
13,132
17,143
5,85
15,137
16,132
2,39
3,62
5,83
15,115
16,130
19,140
13,138
14,138
11,112
9,119
5,88
10,128
16,144
0,1
15,135
17,140
4,59
8,110
14,140
13,115
16,125
16,126
8,96
2,34
0,3
11,111
8,113
14,138
15,142
15,131
9,103
12,126
1,22
14,131
17,122
16,143
12,135
7,99
5,87
15,134
4,66
12,126
12,118
7,100
10,118
8,107
10,106
11,129
5,78
14,128
2,43
15,135
9,101
7,101
1,20
13,115
0,1
14,118
12,124
15,116
13,134
16,136
14,128
8,94
18,124
15,124
2,40
10,94
12,131
4,64
11,130
7,96
15,118
12,123
6,78
8,119
11,113
12,124
15,127
16,150
2,33
11,105
12,112
14,126
13,112
7,106
14,123
0,1
16,108
13,125
13,126
6,89
0,1
16,128
0,1
16,142
3,61
16,127
2,39
14,138
16,129
15,138
7,92
15,124
16,112
7,83
14,149
13,117
10,118
14,129
10,103
17,110
6,95
15,128
0,3
16,132
4,77
19,111
1,21
3,53
15,136
9,120
16,116
15,128
7,93
12,109
16,140
2,41
16,117
4,72
11,100
9,112
10,111
9,113
2,38
3,61
9,103
9,106
2,43
13,137
6,88
10,119
1,22
9,106
10,122
12,124
17,126
14,118
15,120
13,127
8,102
1,23
13,144
0,1
13,128
12,131
21,138
0,3
11,113
6,71
0,3
16,124
4,77
2,39
0,3
10,107
17,129
11,117
2,41
5,71
16,120
16,112
11,125
11,126
17,135
0,3
12,129
16,138
8,107
3,55
3,50
14,132
12,127
4,71
14,134
13,131
16,137
7,98
4,72
9,99
10,117
12,108
3,50
0,3
3,53
2,40
13,123
15,118
10,125
12,118
15,126
12,126
15,139
11,125
7,109
9,94
10,114
10,126
12,131
6,96
13,122
11,108
10,125
15,131
1,21
0,1
17,133
12,117
5,66
3,60
16,121
18,129
4,68
9,107
19,124
17,124
2,37
19,126
9,123
3,61
14,131
17,129
14,138
16,123
14,121
6,91
10,120
18,134
1,21
10,117
13,125
17,126
5,77
10,121
8,111
11,124
14,133
18,136
15,145
16,111
18,133
11,116
14,126
0,3
15,120
17,122
16,127
16,117
0,3
8,103
13,132
15,131
11,115
15,131
11,110
11,127
9,110
1,23
14,133
10,113
16,134
6,84
14,139
12,127
17,112
0,3
5,78
16,131
8,101
6,102
8,93
11,130
7,93
17,136
13,134
10,114
12,129
6,71
14,133
7,103
10,121
11,112
18,123
18,137
17,125
14,131
12,130
4,71
12,130
13,130
10,122
16,134
4,57
15,135
7,98
0,3
8,100
1,20
9,114
15,108
8,111
9,105
17,112
15,135
11,134
12,118
9,123
12,134
3,50
16,116
2,43
11,108
4,70
16,119
17,114
9,125
4,70
12,141
4,65
13,136
9,124
5,88
13,123
14,112
0,3
7,99
16,132
15,138
11,107
14,122
16,105
10,114
11,121
15,138
10,118
5,71
2,38
8,98
8,105
9,109
9,119
13,136
15,140
14,135
15,138
19,122
17,130
13,147
16,125
15,145
18,127
1,21
17,130
16,118
17,129
16,130
2,41
1,21
9,113
12,130
8,99
2,41
13,107
14,139
1,23
12,127
13,137
16,132
15,115
2,36
12,137
14,134
14,139
13,124
14,124
15,151
8,99
11,125
8,101
8,96
14,126
14,143
15,142
15,146
8,109
13,130
7,108
17,125
6,96
8,109
5,72
8,104
15,132
11,124
14,141
13,115
12,115
12,129
18,112
2,40
14,120
3,57
12,133
15,129
0,3
16,122
9,101
6,96
15,138
18,123
13,124
10,110
13,127
12,125
8,116
11,126
13,112
11,111
10,114
10,111
17,120
9,123
12,119
5,82
8,89
7,91
14,130
10,135
9,120
10,123
14,134
4,75
13,128
11,111
12,123
14,122
2,40
5,84
9,102
8,109
9,112
3,57
17,130
5,84
6,89
11,132
8,103
13,135
16,122
1,23
13,125
5,76
8,97
14,122
18,117
15,123
8,106
3,58
9,99
2,41
8,111
14,130
7,86
17,133
16,113
8,99
3,55
15,110
16,132
15,126
10,111
12,121
10,118
14,113
13,123
12,126
8,95
19,129
12,113
10,125
8,95
11,106
11,135
11,133
8,110
10,113
14,125
10,117
17,125
16,132
15,132
9,112
6,97
14,135
14,133
11,135
16,136
10,120
2,40
9,106
10,119
6,88
11,120
15,133
12,147
9,104
17,133
4,65
9,92
13,118
2,39
9,121
16,118
14,128
4,56
1,19
14,132
8,109
6,81
18,136
10,112
13,120
17,135
16,148
20,137
10,101
13,141
13,129
2,41
7,92
11,115
12,153
14,130
15,146
7,106
7,107
12,123
12,107
18,122
12,127
5,80
14,131
1,22
14,114
15,98
17,138
4,67
7,104
11,111
6,83
18,133
4,66
6,100
12,122
12,104
16,128
9,111
11,112
3,49
13,116
6,90
6,92
3,49
10,121
12,119
13,110
12,124
13,144
10,110
9,100
12,117
11,128
19,114
15,118
13,135
7,103
2,39
13,135
15,133
16,134
13,131
16,128
17,132
18,123
17,137
13,146
12,123
16,118
17,127
5,72
11,123
16,153
8,113
17,143
14,137
12,114
8,95
12,136
17,139
12,127
14,129
11,116
16,131
8,104
13,131
3,62
7,84
18,130
11,130
17,107
10,111
5,68
11,117
15,133
1,23
3,57
13,137
13,126
15,139
16,124
18,112
13,134
19,121
16,127
15,127
7,105
15,133
12,117
15,124
7,94
19,111
15,113
14,141
3,58
15,137
16,122
0,3
17,138
15,132
13,128
11,124
12,116
2,40
19,140
17,139
10,114
17,118
11,116
7,96
12,122
16,123
6,84
11,129
11,92
16,121
3,56
16,115
9,113
14,135
12,128
13,109
11,120
13,122
13,124
0,3
12,113
11,119
5,77
13,136
17,131
12,115
12,116
13,119
16,108
14,131
17,133
13,134
15,137
15,125
17,117
7,97
14,130
18,124
11,130
15,145
0,3
16,133
17,130
11,114
6,94
8,102
9,122
17,116
10,90
16,151
13,143
6,91
8,106
14,123
11,131
9,124
17,118
12,126
5,75
15,145
16,124
3,49
16,114
10,112
6,78
3,53
17,148
18,122
16,117
18,136
13,109
9,123
12,113
10,135
5,81
13,137
14,102
14,117
10,136
17,125
7,93
14,117
13,139
15,134
10,116
15,150
3,46
16,125
3,52
12,112
16,135
19,127
10,123
15,133
14,132
9,124
17,137
14,142
8,113
14,130
17,125
17,150
2,43
7,102
17,109
7,104
18,149
12,126
8,109
1,23
12,125
13,136
9,118
6,97
4,71
2,43
7,104
2,37
18,130
2,41
7,93
16,122
4,68
4,75
16,124
16,120
17,128
4,77
16,127
17,115
17,128
1,23
14,125
15,128
13,135
12,133
15,124
12,129
15,129
18,138
0,3
2,37
7,98
11,123
15,115
16,147
5,79
4,61
17,123
14,129
13,106
19,116
13,140
17,129
7,98
10,125
7,105
5,88
1,23
14,159
12,133
13,124
14,121
11,119
19,118
18,120
16,128
17,138
3,46
10,123
7,97
13,123
8,102
15,150
4,70
12,109
11,126
16,117
8,119
4,70
15,119
14,128
18,123
5,76
13,127
10,117
15,119
14,126
19,124
14,121
7,96
5,80
18,120
10,98
19,125
16,121
16,112
11,98
14,122
18,124
5,80
16,121
4,68
1,23
11,119
13,128
0,3
16,146
13,124
2,43
18,126
4,70
15,148
10,113
7,79
14,117
8,96
19,141
15,119
6,92
17,147
0,1
0,3
8,108
16,144
9,122
3,58
15,132
4,71
14,126
13,125
4,57
15,123
11,108
9,110
16,122
15,141
19,125
15,132
8,116
18,128
18,125
11,120
14,118
18,141
17,129
16,127
5,89
12,128
12,125
7,82
19,123
0,3
11,111
1,21
16,137
5,80
16,141
16,122
17,139
1,23
16,156
4,70
16,132
14,125
16,132
15,126
6,93
14,127
8,108
7,104
18,119
13,116
10,109
15,143
5,83
7,98
7,93
6,91
19,129
4,56
8,103
8,90
12,115
18,139
14,123
16,147
7,102
15,123
8,107
14,123
18,115
14,133
8,117
11,136
11,139
3,61
0,1
14,129
11,124
14,115
3,45
3,46
12,131
14,118
13,125
13,118
7,103
13,120
15,124
10,122
18,125
11,114
13,130
6,72
7,103
11,112
1,23
16,132
19,139
16,111
11,128
9,115
1,21
2,38
21,130
5,75
16,138
15,120
7,107
3,59
19,143
9,111
2,42
16,102
13,120
2,39
17,136
15,134
3,52
5,84
14,133
11,115
3,53
20,134
15,125
14,122
11,121
17,123
16,120
1,23
12,119
6,88
0,1
15,119
7,95
13,99
6,76
6,95
17,140
16,129
12,120
17,117
3,51
3,56
16,133
18,138
15,106
16,136
3,49
11,129
13,118
10,118
6,106
4,71
12,135
12,108
11,123
9,107
12,126
7,94
10,115
18,119
6,78
13,134
9,89
16,136
16,129
16,132
18,132
12,104
7,96
16,132
4,66
16,125
14,130
9,134
14,123
9,105
6,91
3,53
14,130
16,132
15,119
10,125
14,146
4,71
13,146
12,127
14,132
13,130
15,133
16,136
14,115
0,3
14,119
5,77
15,137
14,161
3,55
1,21
14,130
4,72
9,124
14,112
13,106
15,131
8,111
16,133
15,121
8,111
15,137
11,104
13,137
15,113
15,125
4,69
3,61
15,137
3,62
5,76
6,85
12,127
12,134
2,40
16,119
13,131
18,122
5,77
12,121
6,98
9,122
17,139
12,102
12,110
19,135
14,156
10,126
13,111
0,3
15,131
10,124
19,121
16,128
16,120
16,123
20,132
13,119
0,1
14,118
9,108
11,111
9,116
14,128
13,152
13,113
16,131
16,118
3,61
19,142
16,125
8,108
1,23
15,135
19,119
1,21
6,84
1,20
15,123
13,129
9,103
10,110
5,72
7,81
4,76
13,118
16,134
2,42
16,112
15,131
3,54
15,128
18,124
7,97
14,154
12,142
10,121
17,134
8,101
2,43
10,113
6,92
0,3
12,113
17,109
9,105
1,23
16,130
12,136
7,86
5,84
8,110
16,129
16,137
7,88
10,128
7,91
7,97
11,126
15,124
16,119
11,143
15,146
1,23
10,113
14,131
17,132
14,126
1,21
9,115
16,123
16,126
16,130
8,95
10,125
13,126
10,115
15,118
9,109
6,84
5,81
7,95
2,34
10,119
14,135
13,121
14,129
13,140
17,127
14,136
12,136
15,133
17,128
1,22
2,35
9,132
13,138
10,120
5,77
19,119
17,131
16,133
13,137
6,96
7,98
15,135
15,111
15,150
10,134
16,115
6,86
11,122
4,62
13,125
12,119
3,41
10,134
17,132
15,147
12,142
0,3
9,130
10,114
17,145
18,125
15,121
13,134
12,124
11,105
8,109
15,138
16,133
7,92
18,128
6,82
15,117
13,128
16,136
13,118
17,133
10,120
20,130
12,129
9,94
16,130
15,139
17,120
17,138
14,138
14,144
4,69
16,129
15,117
8,128
18,138
13,124
14,124
3,61
3,60
14,109
11,119
7,72
9,104
14,132
4,69
2,41
0,3
18,144
9,109
13,139
9,110
3,53
15,117
13,125
10,125
17,123
12,126
4,76
18,138
18,129
16,136
17,142
1,23
7,97
16,127
7,107
17,126
17,119
9,88
7,92
14,136
14,134
15,129
14,140
20,144
10,121
12,116
8,114
12,130
16,140
9,101
6,98
10,112
10,135
12,121
8,93
6,80
13,121
8,102
14,139
15,131
16,135
12,133
6,89
6,80
15,121
3,57
10,115
14,131
5,79
1,21
13,111
16,113
14,129
10,127
6,89
5,87
14,132
17,125
14,114
18,133
19,118
10,123
2,41
15,126
13,134
9,112
16,127
5,82
17,122
15,120
16,117
17,135
9,96
11,132
10,127
12,110
9,117
17,117
0,3
13,115
17,118
4,69
14,121
18,120
5,88
3,55
12,128
13,149
10,111
15,116
7,89
9,117
5,81
9,101
14,143
16,135
1,21
15,128
15,121
11,128
5,81
10,122
5,83
12,134
14,114
15,120
16,120
12,99
13,140
14,120
15,115
14,100
13,133
8,112
20,128
15,118
7,85
7,112
7,91
14,113
4,69
11,119
4,70
2,41
16,125
12,101
4,70
13,127
15,148
15,137
12,123
10,124
17,137
2,42
11,111
4,60
16,134
15,132
7,97
6,97
18,120
13,130
15,137
17,116
9,109
13,133
11,112
17,132
15,134
13,137
14,109
10,116
11,128
14,125
6,87
14,111
15,120
15,145
8,114
8,88
10,119
8,103
12,125
6,82
2,43
0,3
16,122
8,97
20,135
11,129
13,120
16,138
9,92
13,112
14,138
16,134
4,63
15,117
9,112
14,126
6,97
17,135
16,117
14,126
13,117
10,109
18,135
8,94
15,120
13,116
3,47
14,108
11,133
15,147
8,110
19,110
17,127
21,115
15,126
15,146
18,103
15,129
15,129
7,83
12,120
5,69
12,129
8,105
8,102
15,137
14,120
15,147
4,71
9,105
12,143
7,100
9,130
6,101
16,131
16,122
11,133
15,134
12,123
7,109
16,129
9,118
2,43
10,109
15,126
5,75
10,109
8,102
10,110
14,128
17,137
16,116
15,117
15,124
18,134
16,128
18,116
7,96
13,128
4,67
12,137
14,121
13,134
3,54
0,3
15,137
15,128
7,83
14,117
17,140
17,125
5,75
16,132
17,108
16,133
14,119
15,112
4,75
2,37
14,122
16,115
17,121
13,129
17,128
13,120
15,132
17,118
13,128
16,109
9,111
15,145
16,119
0,3
15,135
13,140
3,45
13,130
4,71
16,103
6,93
8,121
16,139
9,127
6,95
4,67
6,95
13,136
0,3
5,74
12,125
9,105
16,137
14,124
1,20
15,122
6,91
13,132
11,133
11,134
5,85
18,121
16,128
17,126
14,138
6,93
12,137
12,138
4,70
3,51
10,113
5,77
6,97
0,1
6,90
17,134
9,106
14,146
16,133
14,124
13,127
14,138
18,128
12,135
6,95
14,132
15,142
9,127
16,127
5,81
13,105
10,112
16,143
13,120
14,136
9,118
11,127
18,114
15,115
0,3
3,52
1,21
15,143
13,117
18,105
16,132
17,140
11,120
2,41
4,66
18,138
15,122
5,82
16,132
7,89
16,128
13,137
0,3
6,96
13,130
3,61
15,123
19,118
3,56
10,125
14,122
2,37
12,119
15,121
15,127
3,52
16,113
9,120
14,126
9,116
18,114
8,97
1,17
16,123
6,89
15,130
8,103
18,126
18,126
11,125
12,105
17,127
18,141
6,90
11,117
3,60
10,103
17,158
10,118
8,104
14,120
14,134
17,122
7,99
16,118
11,112
4,64
1,19
6,87
2,33
0,1
5,80
16,124
17,124
15,124
15,113
13,125
8,116
17,133
4,57
7,99
18,140
17,121
11,126
16,125
5,81
11,114
12,111
6,97
15,135
12,127
15,129
13,129
16,113
9,103
14,131
13,126
10,119
15,111
18,133
6,86
16,131
14,130
12,122
0,3
11,114
16,128
19,138
13,115
16,121
11,123
15,133
15,125
8,101
15,118
17,128
1,21
11,121
0,3
14,138
14,127
8,101
14,126
10,97
14,135
13,117
12,132
17,138
12,118
11,117
12,107
5,83
11,128
12,135
10,127
13,108
4,72
14,150
16,133
16,137
17,144
14,133
14,118
16,134
10,105
14,135
3,57
12,120
15,130
15,136
14,118
17,139
11,121
2,39
6,82
9,112
13,120
14,140
16,112
7,102
17,135
14,148
3,58
8,108
15,129
0,3
15,127
9,115
1,20
9,114
2,37
15,125
15,154
8,103
12,123
5,75
4,56
6,87
3,45
15,123
8,104
6,79
16,116
15,133
13,138
5,82
17,127
14,127
13,136
17,126
13,135
14,131
4,69
5,66
7,99
17,116
17,144
1,21
14,135
6,89
14,143
10,124
15,149
10,121
18,136
17,137
13,128
16,124
14,139
10,113
7,82
15,111
16,140
17,124
11,121
13,135
6,92
11,118
16,139
9,117
20,115
15,113
17,106
5,81
12,124
2,37
6,67
10,121
15,122
3,58
18,136
12,129
17,129
14,126
12,108
15,122
11,119
14,120
5,83
1,21
6,80
15,135
14,126
6,98
17,124
5,57
6,86
11,127
10,129
4,66
9,102
3,46
14,130
12,124
12,103
15,125
14,123
11,116
0,1
15,123
0,3
17,129
15,117
12,132
16,133
3,52
13,130
18,119
13,122
13,120
11,133
7,98
4,63
16,125
2,41
7,97
7,106
4,72
15,144
1,23
13,118
6,87
12,109
15,115
17,137
16,116
10,117
6,98
13,136
10,109
15,137
1,23
3,50
12,127
16,133
2,41
16,135
18,129
16,138
7,97
5,73
18,133
15,134
14,125
8,105
17,123
18,113
14,139
12,120
15,139
0,3
12,127
4,73
15,125
10,105
3,46
16,121
4,58
2,42
4,70
19,142
17,120
2,41
14,134
13,117
18,119
16,137
15,129
16,115
15,131
10,103
17,123
3,55
7,105
17,129
9,107
9,111
6,100
11,118
17,129
5,85
0,1
16,120
13,140
9,114
12,118
0,1
13,125
14,125
14,133
10,120
11,102
3,60
13,105
6,86
3,55
15,121
13,115
12,114
12,125
15,119
19,146
15,137
12,108
1,23
12,136
16,114
15,137
8,103
3,45
12,110
3,59
18,146
12,118
16,129
15,138
1,23
13,132
15,122
5,87
18,145
13,106
5,83
12,117
15,118
3,55
15,120
3,51
15,123
15,129
15,134
6,89
15,117
6,86
17,123
13,114
8,114
5,72
2,34
14,113
13,130
13,134
8,122
14,113
5,74
17,126
9,122
13,130
19,144
14,116
3,55
15,127
5,86
10,117
14,127
3,52
4,63
17,124
13,143
13,131
12,119
11,97
2,41
13,124
7,92
12,120
0,3
17,125
1,20
13,135
13,124
8,99
9,110
5,69
16,139
11,142
19,134
16,125
15,140
17,123
15,145
3,51
5,74
12,124
14,145
3,56
10,97
1,21
12,121
11,102
16,127
6,99
10,95
15,138
13,126
1,23
7,104
17,141
12,118
16,129
8,113
2,41
16,144
1,23
12,124
16,123
17,126
15,137
9,117
7,94
2,37
16,143
9,126
16,149
4,66
17,132
9,123
7,99
12,112
4,52
8,103
14,144
6,89
0,3
13,137
9,105
13,112
6,83
16,129
5,78
16,137
10,118
20,120
16,138
15,129
2,41
8,104
16,155
1,17
15,132
13,122
12,132
1,21
8,104
3,49
15,142
8,103
11,124
5,74
16,126
13,111
14,141
16,134
9,104
2,41
7,105
4,76
13,138
16,120
13,117
15,121
0,1
9,118
4,71
1,23
15,147
14,139
14,129
1,20
15,142
14,120
12,129
17,125
15,114
11,122
1,20
14,124
7,102
8,97
16,147
13,118
2,35
12,131
17,150
2,32
7,84
14,130
16,151
9,115
14,134
9,101
6,86
13,123
11,129
13,125
8,99
18,141
6,85
15,132
17,128
7,106
16,124
4,65
14,144
14,150
16,131
12,137
13,121
13,123
4,68
14,126
1,23
13,124
5,80
17,119
15,124
18,125
0,1
18,131
7,100
3,47
13,127
12,121
17,142
11,137
1,20
1,23
6,81
13,123
16,123
10,104
13,113
16,154
16,137
13,123
14,137
4,75
10,111
1,20
7,93
13,115
3,58
17,141
12,113
1,20
9,126
7,103
14,140
5,87
11,127
17,115
6,86
4,61
9,115
14,105
15,130
8,83
4,70
10,107
13,119
9,109
14,141
13,120
13,126
11,123
9,112
7,99
6,88
9,100
11,132
9,120
10,130
14,113
6,96
5,79
14,117
12,119
16,140
6,82
17,129
3,57
4,64
13,106
11,130
18,118
2,36
13,128
12,130
14,124
18,118
17,138
11,129
9,114
3,45
16,125
17,118
3,51
9,126
0,3
2,41
14,137
11,115
13,137
10,116
9,108
11,146
7,99
2,31
16,123
9,115
15,120
15,127
8,114
1,23
9,121
12,114
17,127
7,89
10,118
9,110
16,131
15,118
16,115
0,3
10,131
11,117
6,102
4,66
11,121
14,128
14,126
10,114
13,119
14,142
17,127
16,127
16,120
17,136
11,111
18,136
5,83
14,137
16,131
16,120
10,122
10,127
8,122
14,138
14,114
8,92
15,122
8,117
6,91
8,115
9,99
17,126
3,55
14,120
1,23
11,103
17,119
16,140
13,121
18,142
4,66
11,126
16,116
16,123
15,129
8,97
9,121
10,118
0,1
4,73
5,69
1,20
13,117
4,71
16,123
18,141
8,102
11,102
10,108
2,39
4,56
11,120
6,83
15,118
17,150
9,108
11,126
2,35
1,20
14,130
7,101
4,60
12,120
12,112
0,1
13,138
3,56
17,137
5,77
13,143
13,125
18,125
16,126
1,23
12,118
13,135
16,132
9,118
18,132
16,129
3,48
19,145
15,151
13,118
6,87
2,38
14,130
16,135
11,108
16,116
10,117
16,127
16,126
15,134
17,126
3,51
15,137
14,136
13,106
18,128
12,117
8,117
0,1
16,114
14,132
11,119
16,124
15,140
13,120
16,98
6,90
15,139
8,104
16,122
13,122
1,20
16,125
11,121
17,138
4,73
5,88
4,71
12,130
2,35
15,153
13,124
11,117
14,125
18,118
15,148
12,114
17,125
17,113
14,132
1,23
18,129
0,1
14,130
14,136
14,127
13,131
17,144
14,137
9,91
16,128
15,138
11,130
5,83
13,128
1,23
15,126
14,132
10,119
11,123
20,117
17,135
15,136
8,104
2,41
2,41
11,112
11,108
17,135
17,122
9,98
17,124
6,83
12,130
9,115
5,76
15,123
18,127
14,128
15,118
15,116
9,131
8,106
0,1
12,115
6,96
10,113
16,139
6,108
14,118
17,136
14,151
3,49
16,145
6,90
14,115
16,150
13,127
14,115
7,100
17,130
0,1
13,130
2,40
11,146
6,86
10,122
12,138
9,113
5,70
17,122
18,127
11,120
15,121
6,107
3,52
16,138
12,103
16,125
15,120
12,129
6,84
14,134
7,79
6,89
18,129
13,128
15,130
6,92
3,57
18,128
1,23
12,122
1,23
15,128
17,129
12,132
2,34
7,101
10,131
18,121
10,120
7,105
16,126
7,90
13,133
3,52
13,120
7,97
0,3
2,38
5,83
16,105
5,66
14,131
7,93
16,125
19,124
4,67
10,128
6,75
4,68
2,40
10,139
13,125
13,133
9,107
9,121
2,41
5,81
13,119
16,132
9,114
18,118
12,126
0,1
16,140
4,60
1,21
18,112
4,66
8,104
15,133
16,131
12,137
6,97
2,41
5,77
17,140
14,131
8,107
14,120
1,23
0,1
2,41
15,114
11,120
13,123
11,129
8,113
6,95
12,132
8,97
2,40
8,111
13,146
16,137
16,129
0,1
12,122
14,126
6,79
14,117
18,137
12,139
18,123
8,107
11,123
17,113
14,117
6,95
14,141
17,137
16,121
14,117
16,138
15,134
2,41
5,83
13,135
2,37
16,128
11,126
16,133
8,114
9,102
16,146
10,110
2,35
13,125
1,21
4,60
14,116
5,74
11,113
3,52
5,71
6,89
12,115
13,126
12,127
14,116
0,3
1,21
2,41
10,125
12,117
7,89
8,102
1,23
2,38
0,3
14,133
18,116
15,129
1,23
8,109
16,123
9,117
17,129
6,94
16,114
2,40
3,59
16,130
15,134
15,121
5,81
16,132
16,126
15,130
19,130
13,116
9,123
11,120
14,122
3,57
3,53
13,126
5,79
12,133
0,3
3,54
13,119
12,118
9,120
15,139
6,86
10,97
13,119
15,127
6,88
17,120
12,124
11,126
8,95
6,84
14,125
17,113
10,120
14,135
11,121
2,40
10,108
12,136
15,139
12,122
11,113
15,140
9,124
4,58
7,108
7,106
8,108
1,23
18,133
11,145
17,124
14,139
4,70
8,113
14,153
5,77
18,123
0,3
9,104
18,150
3,56
6,77
15,126
14,113
16,122
8,105
18,112
6,93
0,3
14,132
19,122
4,66
4,60
12,128
8,115
15,134
15,126
17,119
3,48
10,117
7,99
15,128
6,85
15,129
16,130
5,80
17,133
13,135
15,133
14,125
13,116
12,134
10,134
5,77
4,66
15,126
14,131
9,123
10,127
5,81
14,128
14,106
4,72
19,125
12,119
8,105
9,114
14,124
12,134
18,126
14,139
4,77
4,64
15,117
16,127
5,84
13,123
9,112
12,130
9,118
12,115
8,112
1,19
15,123
17,126
13,125
17,121
17,139
6,84
5,84
18,123
11,114
16,137
10,110
19,126
15,139
18,109
7,95
14,119
5,80
5,79
9,93
16,132
8,81
11,112
14,116
16,137
15,133
11,128
7,102
2,35
17,125
8,120
17,133
11,117
12,126
6,103
6,87
15,132
0,3
12,143
8,109
8,115
19,150
20,127
15,141
8,100
10,118
10,108
18,112
10,121
13,123
14,140
12,120
9,109
12,102
6,89
13,127
6,96
15,132
5,82
0,3
8,93
17,140
4,77
17,121
6,86
3,51
16,149
12,125
8,96
9,118
7,96
16,142
16,135
9,115
5,78
14,123
13,141
6,84
8,105
12,124
15,125
14,128
6,94
11,122
15,127
9,122
17,123
12,127
9,129
15,118
13,128
16,139
0,3
15,110
8,105
8,113
13,120
13,120
16,141
9,115
17,125
13,133
1,23
17,127
10,103
8,108
4,75
15,122
3,52
14,140
13,129
4,72
11,121
2,32
10,111
16,134
6,84
11,115
19,126
1,22
17,132
16,123
17,144
0,3
1,23
16,142
17,151
15,129
12,106
9,107
13,115
14,130
5,82
19,138
8,108
16,141
18,126
18,132
14,134
11,121
15,147
19,119
17,130
7,96
12,124
11,128
15,147
6,82
14,132
6,87
8,108
13,120
17,130
9,121
16,127
15,128
16,125
11,114
12,140
11,115
13,115
0,1
1,21
9,108
10,127
16,141
10,119
10,115
12,143
17,119
3,57
13,126
15,129
3,55
14,135
15,123
12,131
16,124
12,104
15,123
17,133
1,21
11,119
16,143
9,125
15,111
16,129
5,88
15,137
17,140
13,103
15,145
6,99
17,128
2,41
17,126
15,119
10,114
7,82
17,135
17,141
12,126
9,131
19,133
15,138
11,134
11,127
6,91
7,92
18,127
17,157
9,116
12,120
5,93
1,23
12,126
15,128
15,127
12,128
16,127
15,126
17,133
13,137
10,97
3,50
16,124
14,130
17,119
13,120
17,134
13,112
4,64
13,129
13,131
12,129
14,127
14,127
15,114
0,3
14,127
10,121
12,118
18,134
18,137
2,43
2,39
3,50
13,124
10,129
16,139
14,118
7,92
8,104
3,52
1,20
1,19
12,116
8,110
16,121
2,41
18,134
16,141
14,139
14,136
11,124
13,135
7,103
18,133
0,1
14,141
17,124
1,23
19,124
11,124
0,3
13,116
13,122
18,129
14,137
19,117
12,131
0,1
7,89
7,100
4,64
9,104
2,41
13,114
3,48
6,88
15,129
10,108
12,126
9,120
13,129
13,116
17,124
16,138
5,80
1,23
16,127
3,52
1,21
9,99
2,41
12,136
9,112
6,82
13,119
17,130
3,61
15,133
7,102
15,140
15,138
4,65
16,142
16,110
15,134
11,93
14,118
10,118
17,133
16,135
13,125
18,128
11,116
14,123
15,142
15,135
13,119
17,130
13,137
8,96
1,20
15,126
8,112
16,108
7,89
12,135
12,125
10,118
10,105
8,114
0,3
13,149
19,151
6,84
18,122
10,105
14,135
2,38
17,129
6,89
14,127
15,126
17,120
1,20
8,98
14,130
17,129
15,121
13,125
4,71
15,126
4,70
16,130
9,109
4,70
5,69
14,124
17,119
11,118
6,90
18,125
13,138
14,135
16,118
8,103
13,130
17,146
11,120
16,118
3,53
16,122
16,130
5,85
17,140
5,92
12,117
1,23
15,122
12,139
13,119
11,119
9,98
18,129
18,134
12,113
13,137
16,145
1,23
15,132
10,129
6,81
5,84
12,127
13,118
10,120
17,134
15,126
13,132
8,93
15,132
10,117
1,21
12,122
10,116
19,124
8,101
18,131
9,113
12,113
14,121
13,132
15,124
12,137
13,125
16,126
14,110
19,130
16,135
15,112
5,72
11,116
3,54
12,130
1,21
15,125
2,41
16,136
17,119
14,136
9,109
10,127
15,116
13,134
12,136
5,72
5,86
3,53
12,108
16,132
8,93
4,67
16,124
10,124
1,20
2,41
11,126
5,89
16,133
3,56
1,22
8,112
12,127
13,127
16,125
