hw(rs1),HW
3,131
9,54
1,118
3,21
12,57
9,110
15,106
15,109
11,113
5,112
14,76
9,123
3,121
15,49
0,128
7,3
12,103
13,122
11,124
16,123
13,114
13,118
7,135
2,100
17,43
14,124
14,150
16,119
18,108
12,146
13,106
18,133
9,140
16,103
15,138
15,142
13,140
14,129
16,110
16,134
1,131
14,21
14,127
7,115
8,98
10,96
19,112
5,123
5,67
5,74
12,74
3,125
7,51
12,88
15,127
15,139
3,134
5,56
16,89
15,130
10,116
15,115
7,135
18,92
0,122
5,3
16,72
18,124
17,131
11,127
6,116
7,79
10,104
13,113
2,128
11,41
16,130
9,110
13,119
9,122
0,107
0,3
0,1
15,1
16,120
14,139
14,134
15,128
12,118
17,116
4,129
15,70
16,131
10,130
16,107
6,135
16,89
4,115
10,74
10,98
10,101
16,125
15,137
1,136
14,23
15,127
1,133
14,21
9,129
15,99
11,123
18,113
10,141
10,119
8,122
15,93
8,108
0,110
16,1
14,129
6,121
13,85
12,128
16,127
8,132
7,116
8,92
16,101
15,123
8,130
7,98
13,100
10,136
18,115
16,108
7,126
10,110
4,126
15,72
14,145
3,124
13,56
4,120
10,68
15,124
17,123
14,143
2,131
10,34
15,111
13,133
10,140
11,120
11,128
14,132
3,144
18,51
11,111
6,125
11,89
8,117
6,111
16,97
4,118
18,77
9,137
3,119
10,47
16,124
14,137
10,124
15,113
4,123
14,78
14,143
16,134
4,125
8,68
14,105
12,142
14,131
12,116
15,128
18,125
5,123
14,85
16,132
6,129
5,100
17,86
6,112
10,84
2,109
14,34
17,123
5,143
3,77
17,51
8,116
9,118
10,105
10,121
1,107
8,21
17,106
12,135
13,132
2,151
17,37
5,121
11,84
12,109
9,133
17,108
18,115
13,127
0,128
1,3
0,23
9,1
5,104
15,73
12,125
10,116
6,124
9,83
4,104
7,70
10,100
3,120
15,48
14,141
11,127
16,126
14,126
12,119
13,126
6,131
1,77
1,23
13,17
3,133
1,59
13,20
14,113
8,138
16,108
3,123
16,49
9,123
11,108
15,132
6,146
18,90
14,146
12,121
17,123
2,137
14,43
11,125
8,125
18,104
15,116
7,140
16,101
4,134
4,64
0,65
14,1
10,110
15,114
13,127
16,121
16,156
11,121
5,113
0,78
3,1
16,62
3,119
14,55
13,127
10,131
11,144
17,121
2,144
16,33
14,127
7,119
11,103
15,133
1,125
5,23
16,83
13,123
16,128
15,119
16,126
9,136
6,101
17,92
10,139
2,109
13,43
13,108
4,121
14,67
15,123
14,144
14,134
4,127
14,60
3,123
14,58
15,140
5,123
5,75
15,81
16,129
10,133
15,127
16,126
13,126
6,123
13,92
12,133
12,127
0,126
18,3
16,146
13,128
9,127
11,107
16,124
6,107
8,94
3,86
2,53
6,37
14,85
11,138
11,137
7,120
16,104
15,128
13,114
10,141
16,127
15,128
7,132
7,104
8,84
16,114
11,135
7,126
17,109
14,126
15,118
14,141
11,125
17,113
14,136
16,134
12,130
13,110
12,130
18,142
16,116
5,135
15,74
16,138
4,143
14,61
1,129
0,23
12,3
15,127
1,123
5,23
2,69
11,41
4,141
15,63
0,134
15,3
20,128
9,112
18,114
3,128
13,52
15,121
17,127
6,135
6,95
11,89
15,124
4,134
0,58
7,3
8,106
16,119
12,124
8,123
15,89
10,129
8,125
16,111
2,119
1,43
8,21
14,100
14,109
18,139
18,144
11,132
14,128
7,144
12,103
11,129
8,110
14,113
0,136
14,3
8,131
1,113
11,23
13,141
0,139
15,3
13,130
16,111
13,123
17,151
17,126
17,136
15,113
5,118
15,69
15,131
16,132
15,128
4,123
1,53
13,21
16,126
11,136
8,135
4,113
14,64
19,144
9,128
9,110
8,113
5,115
16,64
17,142
15,124
12,138
15,114
4,142
3,74
16,54
13,128
17,133
10,116
13,114
10,125
16,120
10,131
10,118
6,132
11,92
16,118
5,115
3,72
7,50
13,103
2,145
13,40
12,123
4,138
0,68
8,3
17,107
11,114
17,119
16,129
9,127
9,114
16,120
9,135
4,128
17,74
4,116
11,71
14,122
11,118
6,121
6,96
9,92
19,117
9,127
18,103
14,118
9,121
12,121
12,133
11,121
18,118
15,128
15,131
15,128
3,131
10,49
15,110
12,118
11,120
3,126
5,54
11,68
15,119
6,107
13,89
4,120
7,65
0,98
4,3
18,69
8,125
14,106
3,126
7,61
10,85
10,101
0,112
1,3
8,23
16,114
3,136
2,58
19,36
2,140
16,40
3,131
14,53
13,126
2,132
5,34
4,74
14,57
14,120
4,130
14,65
16,122
15,123
11,139
3,132
13,48
15,119
4,132
16,73
14,127
0,131
18,3
3,129
15,51
15,121
15,138
2,146
0,40
17,3
16,128
16,125
9,163
13,105
14,123
1,142
14,23
17,129
0,142
14,3
7,123
8,112
15,112
6,133
12,83
4,123
9,77
6,105
16,87
2,124
13,32
17,131
9,122
14,119
2,138
16,38
18,137
4,136
8,57
9,104
3,118
16,49
9,140
14,132
2,120
0,41
11,1
4,119
6,70
9,80
7,97
11,110
6,108
12,85
12,113
3,121
5,57
1,77
18,23
0,127
8,1
10,90
15,104
17,126
14,120
16,122
18,136
10,130
16,131
2,137
1,37
11,23
4,112
17,62
17,147
9,113
16,98
15,128
10,123
13,117
10,127
18,128
14,123
1,130
3,22
1,58
11,23
15,130
15,124
14,148
14,141
14,133
5,120
14,84
16,133
13,122
17,130
16,134
4,137
6,73
7,70
11,106
9,125
18,105
7,121
5,109
12,81
9,119
11,125
6,128
1,100
17,23
13,125
16,131
14,123
14,135
16,137
12,135
16,125
7,127
10,90
0,106
14,3
16,118
10,137
4,119
12,69
10,116
12,119
8,122
14,116
5,131
7,73
10,91
9,113
5,119
12,84
3,117
13,53
10,120
14,119
10,139
16,129
15,136
13,128
13,127
13,117
8,120
7,102
17,91
2,130
14,41
8,137
8,111
15,101
2,147
7,41
11,105
12,137
12,128
2,135
4,39
10,65
14,114
7,146
15,79
14,134
1,134
16,23
5,147
15,78
9,126
17,120
11,135
13,110
15,141
10,112
2,115
4,41
14,67
14,131
3,141
13,53
12,129
14,117
22,127
15,144
14,130
10,103
17,126
4,126
14,69
11,118
6,119
11,86
11,125
11,116
15,131
9,128
14,107
8,126
10,108
17,128
7,128
17,98
2,126
11,41
10,114
4,112
13,71
14,121
17,119
14,146
14,138
16,118
2,128
16,41
2,142
3,39
15,51
2,142
15,43
2,123
17,37
5,132
7,72
6,89
10,89
16,112
19,129
16,140
14,140
11,126
1,124
5,22
15,82
4,124
10,69
5,122
7,83
16,102
9,130
13,124
10,133
7,122
16,95
8,129
0,105
15,3
1,126
1,23
10,22
18,124
0,142
15,3
10,117
17,109
12,114
10,138
10,132
8,130
16,121
9,121
4,103
12,60
17,128
8,128
0,96
5,1
2,81
11,40
4,108
8,58
12,111
3,104
2,50
14,41
14,122
8,125
18,101
18,127
2,123
15,39
7,125
14,100
6,119
9,80
13,107
17,141
15,138
13,143
5,138
16,77
10,122
7,122
15,96
15,126
6,113
7,89
16,96
3,129
14,53
18,138
14,113
6,120
17,95
13,127
16,127
18,126
12,128
13,126
6,126
10,89
14,125
15,128
7,125
3,90
16,55
18,129
10,130
15,116
9,125
15,104
14,129
16,124
13,136
1,141
15,21
16,131
14,117
12,125
10,134
14,117
16,125
16,129
8,142
17,96
10,128
10,138
13,121
15,131
8,133
19,109
8,125
5,100
9,82
16,111
18,130
12,139
4,123
16,59
9,114
15,130
15,132
10,123
15,112
8,130
15,106
14,139
0,128
15,3
15,120
18,131
1,130
16,23
15,134
17,134
15,115
16,122
3,132
15,57
10,130
18,118
6,114
2,82
17,36
17,132
7,129
16,105
14,131
1,124
18,17
1,138
2,20
15,33
19,116
16,126
10,126
0,133
9,3
11,118
17,120
1,130
5,20
15,65
16,128
1,115
2,23
16,41
18,121
10,154
16,119
9,117
17,119
15,138
7,132
17,104
11,119
9,115
0,106
1,3
1,23
13,23
15,123
15,121
10,117
17,108
11,136
11,110
11,129
2,121
13,35
16,121
6,123
16,91
17,133
11,119
17,108
16,135
1,111
1,23
16,20
9,135
17,103
16,119
11,132
2,122
12,35
9,123
10,120
9,109
5,118
14,84
13,124
13,139
1,148
7,20
15,101
15,144
7,118
16,93
12,129
0,128
7,3
12,107
14,117
7,133
16,111
14,120
13,140
14,126
13,128
2,116
13,38
16,117
12,134
16,126
13,122
11,121
6,131
17,97
18,140
13,129
16,126
7,131
11,84
7,127
13,96
15,131
13,131
14,144
1,117
16,23
18,145
16,117
16,118
18,133
10,119
15,111
10,128
12,111
11,138
6,116
8,97
18,124
18,143
10,131
0,126
15,1
7,118
16,85
17,132
13,136
5,118
12,70
2,134
17,38
16,129
4,125
14,66
9,126
8,106
13,105
12,136
6,120
6,95
3,91
2,52
11,38
12,119
18,120
10,120
1,115
10,23
13,109
1,123
6,23
0,86
5,1
6,76
19,85
14,121
16,117
5,128
1,68
10,19
3,124
13,57
11,128
15,128
14,138
13,134
7,146
4,92
14,67
14,119
18,138
11,124
14,133
5,109
14,80
3,110
12,46
4,136
14,71
14,133
8,128
11,101
5,124
4,78
14,62
3,126
13,46
15,134
16,137
9,133
16,129
12,113
13,112
9,137
15,107
15,120
0,132
8,3
17,93
19,118
17,101
11,110
8,120
19,96
5,125
0,71
16,3
13,126
18,132
16,115
14,115
16,127
7,143
19,97
15,138
17,129
12,121
10,137
16,134
12,132
14,115
14,138
13,116
5,139
7,80
13,106
16,123
5,116
18,74
14,133
17,146
9,137
7,133
7,114
11,106
13,113
12,111
10,123
7,102
4,106
4,59
10,72
9,108
11,107
14,112
17,138
12,124
4,131
15,56
15,150
18,133
6,144
15,93
17,128
5,135
10,75
18,108
19,135
16,127
7,138
16,103
3,139
17,55
4,131
1,68
17,23
13,134
6,122
11,82
4,116
16,66
16,135
1,124
12,23
0,131
18,3
7,127
12,98
17,132
10,111
12,123
4,114
14,70
14,127
15,132
4,141
15,69
18,118
16,127
9,139
11,115
2,134
12,38
13,117
14,124
16,127
16,135
15,136
10,130
17,136
15,135
18,118
16,130
15,126
16,139
3,135
19,56
16,109
12,121
17,142
14,138
16,118
15,120
16,139
8,127
4,103
12,64
9,112
6,113
6,77
12,89
7,122
13,96
4,145
16,76
7,129
1,104
2,23
18,38
16,121
16,125
14,125
15,129
11,123
15,116
16,129
6,120
14,103
13,136
14,113
15,115
12,127
20,123
14,116
12,125
6,116
7,87
5,91
16,79
11,126
18,118
11,124
2,121
17,41
3,137
15,45
9,139
11,97
3,131
11,53
16,123
19,117
7,124
6,103
7,88
14,82
5,124
14,77
2,135
2,35
14,43
14,116
12,119
16,113
11,111
2,126
10,37
12,121
16,119
18,117
13,141
5,133
16,77
2,122
6,36
15,84
11,131
17,112
4,139
2,65
17,40
1,133
17,23
11,152
2,116
15,40
4,130
12,73
5,126
6,84
15,94
13,124
9,128
14,112
15,121
1,142
9,20
14,119
9,121
7,110
15,89
17,113
8,141
16,109
15,134
15,119
3,115
4,53
14,72
3,128
8,59
11,101
17,118
14,121
5,136
6,83
8,93
10,102
15,126
13,118
0,125
5,3
7,79
2,108
16,41
9,140
3,114
16,59
5,113
13,72
17,130
12,139
12,131
13,117
3,125
15,52
12,131
16,144
12,140
11,122
5,120
11,89
15,132
2,118
5,41
14,85
4,120
11,61
8,122
18,99
16,128
12,137
3,127
11,51
8,130
12,106
5,128
13,73
8,134
1,118
14,23
11,147
16,107
18,140
0,124
14,3
6,123
14,96
14,132
8,133
1,107
14,22
13,134
7,137
12,101
15,112
17,121
9,117
13,114
17,125
3,113
16,50
3,140
9,53
1,108
16,23
16,141
15,123
6,144
11,81
10,122
7,137
2,111
16,33
16,135
4,138
3,56
1,55
7,21
12,101
17,128
15,126
11,131
14,143
2,132
18,41
14,143
11,113
18,142
4,128
1,65
10,23
12,128
11,133
9,115
10,120
12,121
9,130
18,109
17,148
16,139
14,127
1,121
12,21
9,119
8,119
13,107
7,123
17,93
16,121
2,122
13,43
14,151
4,131
16,65
10,121
11,125
17,123
12,136
17,116
2,113
12,37
17,120
15,134
5,144
14,87
5,115
15,73
15,137
9,135
15,109
11,130
17,111
0,149
7,3
14,100
15,115
14,133
5,144
11,78
18,112
3,128
1,47
9,20
4,111
0,63
15,1
19,119
15,115
16,135
0,130
4,3
16,71
4,129
14,69
16,145
13,115
15,135
19,122
4,140
17,67
15,126
10,129
11,99
11,118
7,120
17,94
16,141
15,138
14,124
3,139
14,53
13,135
7,127
16,93
3,113
15,53
16,135
16,116
14,147
7,126
12,99
14,129
0,138
4,1
11,69
2,134
12,41
15,117
15,137
15,120
20,121
15,118
15,142
12,126
12,134
10,124
17,130
14,143
17,136
18,141
8,122
15,103
17,128
17,128
13,124
6,135
14,91
11,117
9,120
13,110
9,129
16,103
13,138
12,124
14,108
18,129
13,117
5,117
17,67
11,125
17,117
4,123
0,75
5,3
16,78
15,127
16,131
17,137
13,137
10,113
3,118
19,61
10,141
9,117
2,104
13,40
6,130
11,93
1,103
0,23
14,1
14,138
5,115
4,86
16,67
14,113
9,117
13,110
16,144
11,138
9,133
2,109
17,40
11,136
2,114
18,41
3,99
15,58
19,133
16,130
0,133
4,1
4,66
12,60
16,110
5,114
9,78
6,108
6,91
5,100
5,71
19,74
13,123
14,136
11,124
14,122
6,129
15,88
4,125
10,69
17,131
3,139
9,49
23,112
15,145
13,123
8,148
10,104
17,120
12,118
13,132
13,110
11,127
8,135
16,101
7,127
5,103
2,78
0,38
10,3
16,107
9,126
6,106
11,91
9,98
3,119
11,56
17,126
12,117
19,113
15,118
15,128
8,140
10,115
17,113
16,138
4,134
15,67
16,126
14,129
4,132
9,66
7,125
7,104
2,93
14,39
2,133
15,40
8,130
8,91
15,112
13,140
5,126
11,74
17,118
6,136
11,86
11,114
16,124
2,127
8,43
6,109
11,93
15,117
10,118
18,109
16,140
14,130
13,124
7,121
16,99
6,120
19,74
17,114
14,118
15,130
10,118
14,114
8,143
13,107
14,123
15,139
17,122
16,127
13,123
13,151
16,129
15,112
17,136
15,123
6,124
12,82
6,143
6,88
4,86
8,62
1,105
15,23
18,112
16,128
12,143
6,117
9,87
10,133
11,113
14,124
8,109
9,102
15,109
13,135
15,123
15,122
15,130
14,123
17,140
3,132
5,49
5,83
1,75
9,21
13,108
18,118
16,115
11,134
11,108
14,124
14,117
14,137
0,122
17,3
7,131
4,109
2,56
13,35
15,115
14,129
16,120
7,133
10,104
1,120
12,23
7,139
1,90
17,21
5,130
8,74
15,103
15,126
18,127
13,141
11,134
16,119
15,141
8,137
10,96
15,109
4,131
0,63
0,3
12,1
14,137
10,120
12,124
2,122
13,37
12,135
18,130
11,115
16,115
15,122
16,145
19,135
9,126
15,110
7,130
10,92
6,113
10,90
0,124
16,1
8,139
4,107
16,73
18,132
12,133
18,126
17,127
13,122
4,141
9,79
15,106
16,126
17,121
7,126
2,104
15,40
13,132
14,119
15,129
16,121
4,122
14,57
15,110
12,135
3,128
15,57
3,129
12,50
5,126
14,77
7,127
9,105
4,105
14,64
5,156
14,83
11,114
17,130
18,134
5,134
18,81
5,145
4,66
14,79
14,142
16,120
17,127
14,123
12,134
14,135
13,112
4,131
14,61
10,116
7,120
11,96
2,126
15,36
9,125
13,100
13,121
17,118
17,142
14,128
17,126
16,130
9,145
6,116
14,105
8,121
17,109
15,114
16,123
11,139
14,113
10,143
1,96
6,21
9,95
17,121
6,145
15,77
7,134
6,102
13,88
10,118
1,109
5,21
5,82
3,79
13,57
9,142
2,111
3,41
12,47
1,114
6,19
14,97
7,112
2,94
5,34
0,77
15,1
10,125
15,121
12,133
8,127
3,117
16,52
10,136
15,103
13,125
16,124
0,132
1,3
17,23
13,134
2,124
15,40
12,130
13,129
7,126
11,101
1,108
17,23
9,126
6,117
7,94
5,102
3,80
8,52
13,102
3,129
14,53
15,126
12,119
4,121
12,70
0,108
14,3
6,124
6,96
17,90
5,149
2,83
11,43
12,126
12,135
13,113
14,116
15,131
4,129
15,69
8,120
16,100
1,122
12,21
0,121
6,1
8,91
11,103
12,121
17,130
5,141
8,76
1,122
11,23
10,119
14,122
8,110
15,120
10,135
13,108
0,131
5,3
16,77
5,114
16,73
16,133
18,123
10,119
13,116
8,134
10,95
18,132
10,117
18,106
12,134
2,115
17,36
0,120
7,3
16,100
7,131
8,91
1,94
7,20
3,99
9,51
14,110
17,124
4,142
15,72
18,136
9,141
15,107
13,112
6,105
14,78
16,122
13,122
1,120
6,23
16,90
14,122
12,138
6,127
7,90
10,112
16,123
15,138
8,121
6,105
9,92
17,114
18,121
14,128
11,139
12,117
9,112
17,107
19,125
12,115
2,129
17,41
15,110
9,139
1,104
15,20
13,131
5,140
6,63
14,88
18,120
10,134
5,118
3,74
7,45
17,107
16,120
16,112
17,122
19,140
19,141
14,110
8,122
5,106
12,78
6,136
2,82
10,41
16,115
17,131
10,127
10,115
16,119
12,130
12,117
10,132
7,125
2,102
16,40
3,123
6,61
2,84
15,43
17,130
12,135
14,133
13,120
11,122
6,106
14,96
4,121
16,77
18,129
12,132
11,124
7,100
18,89
7,116
16,88
15,135
14,129
7,135
17,88
17,136
11,107
12,94
10,143
10,127
5,121
13,73
12,129
11,140
6,125
14,92
16,137
12,124
3,122
1,41
17,21
13,150
11,136
14,110
14,123
7,129
16,95
16,124
13,145
15,141
