hw(rs1),HW
19,154
12,122
6,121
10,94
3,130
15,59
14,135
11,126
13,113
11,124
19,104
8,119
12,102
17,128
12,122
3,132
9,56
16,113
4,142
2,72
10,39
16,106
0,120
16,1
9,131
3,121
12,57
14,109
11,138
14,114
18,137
7,141
9,97
13,125
15,125
9,131
13,115
10,124
7,124
4,102
16,79
14,131
3,105
11,54
3,106
12,51
14,124
18,129
12,154
0,129
1,1
11,20
14,113
14,152
14,122
7,137
10,93
0,113
14,1
9,123
13,119
12,128
15,105
0,135
15,1
11,124
15,117
6,130
12,97
11,155
1,125
15,23
16,127
14,146
12,122
13,133
5,118
17,76
13,124
11,119
5,121
8,91
16,100
7,137
15,102
12,113
12,131
17,114
4,119
14,60
10,128
0,108
16,3
12,126
15,118
7,126
17,99
15,140
3,124
15,58
11,139
13,133
2,107
17,34
12,132
5,121
15,85
10,131
14,106
18,130
8,128
8,103
1,93
5,23
16,74
14,137
7,129
14,107
17,129
3,127
17,51
5,126
15,88
19,102
13,126
16,134
6,128
5,91
4,70
14,67
14,127
2,136
8,38
12,100
9,138
10,117
5,120
7,77
18,98
15,121
0,123
7,3
14,109
15,130
20,120
3,136
13,50
14,126
13,116
16,130
12,129
15,138
16,139
8,151
14,103
15,116
11,137
6,121
2,83
6,39
15,75
16,136
3,126
11,54
7,107
13,99
4,131
3,64
8,43
5,111
7,71
3,89
9,53
14,123
12,136
18,137
12,118
2,117
7,39
17,91
13,146
5,115
14,77
16,130
2,118
3,41
7,53
15,84
16,142
17,139
16,136
16,119
8,118
14,92
7,120
14,95
3,135
8,55
15,107
16,119
6,133
14,89
13,135
16,121
2,121
16,39
14,135
16,134
8,132
2,118
15,37
12,132
3,133
3,61
1,56
13,23
14,133
0,135
14,3
11,123
4,110
17,64
16,117
10,131
15,117
9,129
0,104
12,1
11,125
5,118
0,83
15,3
13,129
15,113
16,145
1,128
16,21
7,115
6,94
14,81
17,127
10,127
16,124
5,119
12,70
21,109
16,140
15,103
0,133
9,1
15,120
7,116
12,103
9,127
12,105
16,122
9,148
13,117
12,124
11,133
3,124
17,59
15,138
15,131
13,145
14,132
9,131
13,124
3,128
17,53
5,143
17,68
15,140
11,123
8,112
14,119
13,135
20,120
16,128
15,132
4,126
15,67
9,110
15,106
8,127
4,117
13,72
15,119
15,131
10,126
19,111
13,140
18,140
16,133
16,135
14,128
15,146
13,128
18,119
13,120
9,134
4,118
15,54
5,137
12,89
18,119
6,128
17,89
5,131
3,67
14,50
7,118
18,112
3,119
12,49
4,123
4,66
13,72
6,118
3,92
13,59
12,122
13,126
11,131
19,125
16,112
16,137
12,131
11,133
14,126
14,134
7,139
1,96
6,21
4,78
13,72
16,112
12,134
7,130
3,106
13,51
18,115
17,132
16,125
15,135
16,125
15,122
14,131
3,124
6,55
11,88
3,106
15,52
14,112
16,112
16,129
10,129
13,116
5,129
16,84
17,140
4,125
15,73
14,131
16,116
15,129
4,122
7,66
3,103
10,56
18,96
15,126
18,123
2,122
8,42
4,95
0,64
4,3
17,70
16,129
14,129
11,124
15,132
14,118
16,117
15,126
12,117
8,144
15,111
4,138
4,70
7,75
12,97
13,118
19,118
4,135
12,69
5,134
19,78
19,115
6,119
6,77
16,98
1,133
18,23
2,130
13,39
11,123
0,122
5,3
0,76
11,3
3,121
4,53
15,64
13,138
16,143
10,121
1,112
13,23
13,126
11,128
16,119
4,131
14,77
12,138
15,122
11,132
15,122
17,138
11,135
0,120
17,3
9,134
5,117
14,81
13,144
18,121
19,130
14,127
19,123
6,123
8,102
14,113
17,142
19,136
2,121
17,37
11,128
18,103
4,139
12,69
15,121
13,142
9,120
1,93
4,23
9,59
17,115
16,119
15,131
12,126
19,121
16,123
13,141
5,124
17,83
1,134
16,21
2,148
13,37
15,123
10,136
15,105
0,127
12,1
9,134
7,96
1,93
1,23
13,23
9,119
6,107
14,85
9,132
4,112
11,69
15,101
15,136
1,116
7,23
17,92
9,133
6,102
10,90
4,107
19,71
13,144
6,121
10,94
9,99
15,118
11,127
9,124
11,117
12,112
0,131
16,1
14,140
13,126
4,127
13,65
14,141
6,139
3,94
13,52
11,141
18,112
15,128
7,127
9,101
2,112
16,41
15,121
6,123
15,83
0,122
2,3
9,40
6,104
17,104
17,124
14,138
2,120
17,29
3,125
10,55
13,137
16,124
13,122
8,123
15,105
4,137
15,79
7,134
15,98
8,135
16,113
13,128
10,122
14,129
8,129
17,109
11,133
15,133
13,134
1,122
6,17
12,95
9,118
17,115
0,141
17,1
8,130
14,113
18,132
16,124
4,128
14,73
16,116
12,143
15,120
5,137
15,81
18,128
15,127
13,130
10,110
4,130
8,71
18,106
4,139
8,68
4,88
14,69
6,139
17,86
5,129
12,82
13,114
17,138
11,131
14,111
7,114
15,86
17,138
13,128
15,152
6,132
16,96
13,123
16,121
18,122
13,117
13,128
2,128
13,39
13,117
6,148
14,99
16,123
17,144
16,134
3,131
17,61
17,126
8,137
7,106
14,91
5,117
9,77
15,98
13,122
11,115
0,125
2,3
16,37
8,137
10,97
16,110
2,128
0,37
0,3
6,1
12,87
15,122
17,131
5,119
13,77
10,130
18,115
15,134
2,127
15,39
2,140
17,43
19,131
1,119
19,23
12,128
17,122
14,133
13,101
13,128
7,115
7,98
2,101
18,37
18,120
7,130
1,90
15,23
16,122
5,133
7,79
14,100
7,121
12,107
14,114
7,122
11,108
15,126
16,128
18,126
17,144
16,151
14,129
18,126
0,160
16,3
9,134
15,118
18,109
6,110
6,96
5,85
8,72
17,100
2,131
1,40
16,23
6,138
3,86
9,61
16,123
6,124
14,86
7,147
11,83
16,120
4,127
11,67
17,113
9,128
14,96
16,141
7,127
8,94
15,107
17,131
12,119
3,125
15,57
11,121
16,137
8,131
6,108
13,86
9,125
2,110
2,35
18,42
15,136
16,133
15,127
2,109
16,41
10,132
15,101
3,111
17,47
2,128
4,39
14,67
14,131
11,121
19,129
16,128
17,119
11,129
5,131
17,81
9,131
14,111
8,127
15,100
7,106
6,108
5,95
15,79
9,116
16,111
14,147
11,133
0,126
15,1
12,111
15,121
9,122
3,114
3,54
11,51
1,114
21,21
16,141
5,132
15,84
15,111
18,138
15,135
17,135
8,114
17,107
3,128
14,54
9,137
13,119
2,107
16,40
12,115
13,132
10,119
16,121
8,131
4,109
9,62
6,117
8,90
11,115
2,115
15,38
14,120
9,136
4,110
17,66
19,143
4,106
4,63
6,70
14,83
13,131
11,132
18,121
16,123
1,135
14,22
3,132
8,45
15,105
13,129
14,130
16,110
12,132
14,102
9,127
9,109
18,131
16,127
15,127
14,130
10,128
14,120
16,125
10,123
8,114
18,106
7,148
18,101
15,148
11,132
13,122
8,135
9,107
10,113
7,117
9,91
11,114
12,123
1,129
15,22
18,128
0,131
14,3
14,124
4,129
15,62
16,121
15,134
8,127
16,105
11,129
19,120
17,122
11,133
1,133
6,23
5,88
12,70
15,126
6,124
2,85
9,32
16,116
18,124
7,128
1,87
18,23
2,141
13,41
17,116
4,127
1,68
15,23
13,124
10,123
16,110
0,143
1,1
13,20
10,141
14,122
9,132
16,100
8,154
7,116
15,94
9,143
15,119
11,132
15,112
17,129
12,134
13,131
14,117
16,125
17,141
12,127
17,121
15,129
19,123
13,130
14,123
9,131
9,100
7,104
6,109
7,89
15,97
16,115
17,126
9,124
17,123
16,129
12,113
17,128
10,122
15,113
15,132
2,143
0,43
14,3
6,131
0,91
9,1
12,120
11,121
14,139
1,114
8,21
15,120
14,139
11,132
8,112
19,111
3,124
8,50
12,112
15,120
15,125
15,135
14,118
0,113
5,1
15,76
16,133
13,131
12,132
16,135
4,152
1,69
2,21
13,38
13,144
1,125
17,17
5,139
3,84
14,45
7,131
14,95
15,118
13,121
2,118
14,38
10,132
0,123
2,3
11,41
8,104
16,81
11,138
9,128
7,116
16,92
15,140
0,124
5,1
16,69
11,144
13,116
1,121
12,21
4,132
12,58
5,123
17,77
15,124
18,133
18,148
7,132
14,105
17,147
13,127
11,127
12,107
6,122
13,83
6,126
8,81
17,102
4,120
16,68
12,136
10,120
12,115
11,110
12,112
1,123
8,20
6,109
9,84
8,112
15,101
9,116
16,103
2,121
2,35
17,39
7,115
10,109
5,112
9,63
8,119
16,99
8,126
8,98
16,118
13,124
18,112
16,124
13,142
12,127
7,123
2,87
4,39
14,63
17,136
11,107
11,106
17,118
13,115
16,119
5,123
19,80
15,125
7,148
14,84
14,123
13,134
14,130
12,113
15,114
15,122
15,113
16,135
14,130
1,142
2,23
11,41
15,108
1,133
12,23
15,128
3,134
11,53
6,113
19,97
16,123
10,141
18,121
6,132
15,85
7,127
14,99
16,132
2,128
11,34
15,127
16,145
12,127
5,136
12,84
15,139
11,145
16,119
17,125
6,139
16,95
15,118
10,122
0,116
15,3
16,124
9,126
11,123
13,105
8,123
11,103
11,121
15,122
3,133
2,51
13,33
17,128
14,141
11,121
13,105
9,140
13,122
18,120
5,124
1,75
0,22
17,1
11,130
10,114
15,111
8,114
20,110
4,115
5,70
14,77
12,118
10,133
16,121
9,138
12,114
1,124
17,21
6,130
7,76
5,100
15,83
9,135
0,118
4,3
18,68
18,146
13,139
0,130
10,1
15,108
16,140
16,141
4,137
3,73
14,53
15,125
16,134
15,117
1,123
2,23
6,34
7,81
13,104
11,136
18,121
15,135
14,159
14,143
18,111
9,130
1,130
16,21
8,125
17,103
15,146
1,143
4,23
8,73
18,111
12,113
17,115
7,131
0,108
10,3
14,122
17,128
15,136
7,125
0,92
10,3
13,127
10,131
12,116
0,113
9,3
5,127
16,81
15,122
15,123
9,134
7,110
7,85
12,101
15,114
15,127
4,137
3,74
4,58
12,75
15,122
1,122
2,23
9,43
16,104
15,136
15,124
12,125
17,110
5,143
12,73
3,124
12,56
9,105
12,112
1,130
4,20
17,62
9,140
2,99
4,40
1,65
18,23
15,127
17,138
17,128
16,118
13,116
10,136
18,102
10,136
12,101
5,134
19,83
13,129
13,127
6,129
0,89
3,3
2,58
15,40
12,133
11,141
13,115
13,115
13,131
13,127
13,116
18,134
6,136
17,84
16,130
5,147
15,91
0,129
8,3
4,96
10,71
18,115
14,121
15,129
4,123
7,59
8,93
8,99
13,108
9,132
18,127
17,128
11,136
10,122
9,119
2,116
7,39
17,105
9,127
6,111
14,96
5,126
8,83
12,96
10,109
16,114
13,125
4,108
1,72
9,23
2,112
4,41
2,74
1,40
2,21
6,43
17,92
9,134
15,120
12,115
16,151
14,127
0,141
19,3
13,126
12,112
1,134
10,23
12,109
8,125
12,102
3,129
1,51
10,23
15,121
16,131
11,133
12,124
13,126
10,115
7,105
15,99
16,125
12,136
13,128
2,142
14,36
14,115
15,121
3,129
14,59
8,140
16,122
17,131
9,122
15,101
1,133
11,23
13,117
11,118
17,114
14,114
5,114
16,84
17,124
14,129
17,153
15,133
12,133
11,130
3,118
18,58
2,139
13,38
5,131
12,86
15,123
16,121
18,137
15,152
15,145
12,130
4,114
16,70
1,147
6,17
17,105
15,116
4,129
10,64
12,115
17,123
16,135
7,133
5,93
16,74
9,139
12,131
11,126
4,108
7,71
17,85
2,128
19,33
8,132
9,108
14,111
15,133
4,126
14,63
16,118
14,136
0,120
13,3
2,127
15,42
1,155
9,22
18,128
12,115
4,130
16,58
20,124
13,131
14,132
12,142
2,124
10,40
5,95
13,75
16,122
17,119
14,133
11,140
18,117
2,116
16,37
14,134
12,142
12,132
8,120
16,109
14,112
1,140
16,20
14,124
7,123
12,95
17,143
7,130
12,91
18,124
16,119
6,135
2,77
4,32
16,70
17,136
10,128
0,114
2,3
10,41
7,127
3,109
1,57
17,23
9,123
9,104
18,104
3,125
15,55
10,118
11,118
14,118
3,113
16,56
14,119
13,134
13,125
19,127
17,120
9,108
3,120
16,55
11,144
5,120
11,80
15,132
11,122
16,114
15,120
15,119
2,125
17,39
15,133
16,123
16,133
11,123
2,110
17,39
16,135
15,119
20,120
15,126
0,140
16,3
9,125
12,117
10,116
11,90
14,136
13,128
12,138
16,132
11,123
13,115
2,105
12,33
15,135
11,127
15,127
17,140
11,122
16,113
15,124
15,144
14,144
11,128
16,130
1,122
13,21
15,123
13,125
17,120
13,120
13,133
5,130
13,73
17,136
4,124
15,68
7,107
12,97
11,116
13,135
12,112
9,115
12,109
8,142
14,103
18,130
15,139
16,139
13,130
11,146
9,131
5,113
3,70
3,54
20,49
14,123
6,124
1,80
14,21
16,140
14,133
0,132
3,3
10,58
14,115
16,131
13,132
15,120
16,127
7,122
18,97
4,118
16,66
14,136
13,125
3,124
1,54
8,20
11,125
11,134
9,131
16,102
13,122
12,120
2,122
18,34
10,122
11,127
4,124
8,62
18,121
19,110
10,133
12,116
15,119
1,150
7,21
14,71
6,133
9,86
12,110
14,134
12,132
7,124
13,97
0,134
16,3
16,141
1,133
15,23
12,135
8,125
3,105
16,57
19,125
14,114
16,135
8,135
16,115
8,125
16,96
9,132
10,110
12,112
18,112
13,132
13,149
16,120
1,150
17,23
9,134
12,118
13,139
15,119
1,122
1,21
15,21
15,125
16,119
13,133
11,129
16,119
15,119
12,129
4,116
15,71
10,136
3,135
17,54
14,137
8,139
5,105
10,81
5,122
17,77
9,121
1,93
14,20
18,135
10,131
1,113
4,23
7,70
12,115
14,116
16,143
14,118
6,140
12,99
7,113
1,92
10,20
13,106
5,110
0,75
16,1
5,124
17,64
16,133
13,136
10,112
10,122
10,123
10,110
8,109
14,97
16,117
12,130
18,127
4,119
7,68
17,97
15,129
15,119
13,130
14,140
18,135
16,111
7,123
12,90
12,129
16,132
15,129
13,119
16,117
15,126
5,132
0,78
11,1
14,121
3,127
8,51
16,120
3,118
2,60
2,37
4,43
4,74
14,71
14,117
10,124
15,105
14,111
12,117
17,128
12,124
3,109
16,52
5,121
2,84
3,41
8,50
16,98
10,134
12,129
5,133
18,82
8,136
5,98
8,83
20,102
15,142
19,116
6,131
0,93
16,3
18,142
13,131
13,131
13,132
14,133
17,125
5,129
17,81
13,141
12,123
7,116
14,114
17,136
4,125
11,70
3,115
17,55
17,113
15,124
2,132
13,35
14,135
15,119
7,127
6,99
5,85
4,88
15,69
17,128
0,121
2,3
13,37
7,124
12,91
7,123
6,95
15,80
17,122
8,134
5,105
18,78
16,110
12,132
11,126
17,113
12,138
15,129
6,127
15,101
12,135
8,120
10,92
14,113
14,118
10,134
16,116
13,134
13,133
15,120
8,127
13,96
15,112
12,132
8,102
4,102
15,64
10,143
13,116
11,137
2,119
5,39
17,76
2,123
11,40
15,129
16,137
5,132
15,59
10,128
3,101
2,53
17,41
1,122
16,21
11,115
14,114
5,129
1,73
17,23
0,127
13,3
19,122
1,150
15,22
15,136
15,141
10,144
8,117
13,104
15,136
8,137
4,123
12,56
12,112
14,114
12,140
1,130
0,23
16,3
14,139
16,121
7,115
2,107
6,34
12,86
8,121
3,96
11,52
14,117
12,116
4,114
19,67
16,132
1,123
14,23
12,134
7,117
10,101
14,102
17,137
1,135
12,20
13,125
10,125
16,118
7,124
13,98
16,130
15,121
15,128
18,116
7,121
10,100
7,115
12,97
7,117
12,98
15,129
10,133
0,130
12,1
12,132
8,137
18,91
17,137
7,130
17,86
9,122
14,97
8,151
13,99
17,127
15,123
14,134
18,133
15,118
7,133
10,93
14,120
12,124
17,133
17,124
15,123
1,133
11,21
16,121
12,152
19,123
3,119
17,56
10,133
14,129
14,113
18,124
6,111
17,94
14,134
3,120
18,53
4,119
9,63
16,116
6,120
7,83
9,105
17,118
2,148
15,33
1,129
17,17
17,141
16,119
15,114
9,133
8,103
6,110
9,93
13,109
8,137
15,104
6,133
10,93
16,110
10,142
4,103
6,55
8,94
17,110
12,127
17,131
6,131
12,82
17,135
14,132
0,124
6,3
9,82
19,113
9,128
12,100
9,122
15,109
11,124
16,120
10,113
8,112
5,102
0,78
3,3
9,54
1,115
10,23
12,130
12,117
9,129
8,106
16,116
12,114
17,144
12,157
13,140
13,128
14,137
14,142
12,133
10,123
16,111
14,131
5,131
15,79
3,125
15,61
15,119
15,127
6,137
3,94
11,50
16,124
14,134
13,133
15,122
16,145
6,143
9,88
12,103
15,148
16,128
13,125
15,131
11,148
7,128
3,110
7,49
0,99
9,1
17,94
7,118
0,107
19,1
13,128
0,139
9,1
4,100
15,68
2,137
3,38
9,51
12,99
14,130
1,136
15,23
4,128
14,65
4,115
4,76
15,68
8,120
12,100
14,127
13,119
3,124
1,47
12,23
14,133
11,127
17,122
17,124
15,134
14,137
10,130
18,116
0,146
6,3
13,76
15,126
5,117
12,78
15,123
15,116
20,134
16,137
2,137
14,43
4,117
3,70
15,60
10,124
18,123
9,138
16,139
8,134
15,112
0,117
2,3
12,39
14,125
6,117
5,109
7,66
13,87
10,110
4,121
3,64
12,56
5,123
15,67
16,155
17,138
2,142
15,40
15,124
3,128
7,61
15,102
7,120
14,104
15,133
13,138
19,143
15,126
9,130
3,133
15,44
1,112
14,23
16,130
15,122
15,127
4,120
1,67
14,21
20,128
9,114
16,116
3,116
18,53
16,129
16,127
15,118
16,150
10,132
13,118
12,136
16,113
5,126
17,67
12,114
1,107
1,21
5,23
16,71
5,133
14,79
9,124
17,113
13,132
14,135
4,127
10,65
0,106
7,1
8,107
14,102
5,131
1,78
14,23
1,119
19,20
10,136
12,107
0,125
17,1
13,153
12,128
17,124
13,139
7,137
14,100
16,128
16,137
6,139
4,92
9,67
12,116
14,124
6,129
14,88
12,126
17,128
18,121
16,132
11,124
17,117
13,124
16,122
13,127
1,122
13,20
15,132
16,127
15,141
9,141
16,106
9,137
9,119
0,107
11,3
15,131
7,124
2,99
14,39
10,126
16,121
4,122
17,67
10,121
15,110
16,135
17,141
12,125
17,123
15,120
12,154
13,124
8,124
0,100
16,3
16,131
10,137
4,115
14,75
14,144
13,126
7,120
4,103
17,67
9,145
19,119
6,108
12,96
9,131
6,118
17,86
5,129
20,82
13,138
15,109
7,128
15,97
17,128
20,111
14,119
0,111
14,1
10,125
5,123
6,71
12,84
5,118
14,78
3,131
13,54
8,113
10,87
15,125
8,137
16,95
13,147
15,132
0,125
16,1
11,148
17,105
13,124
15,122
2,125
13,43
16,131
16,113
7,122
4,102
16,71
16,107
10,138
14,118
10,118
3,126
11,58
15,115
7,113
15,114
15,119
17,133
15,114
0,120
17,3
16,142
17,109
14,121
14,134
13,119
16,119
3,121
16,61
4,123
13,65
16,126
18,122
14,128
0,126
1,1
5,20
16,78
15,135
2,131
0,41
18,1
0,139
12,3
3,123
0,51
11,3
12,135
3,141
12,59
12,128
15,137
15,118
19,125
18,146
17,115
1,131
7,23
17,92
5,121
6,75
2,84
3,35
6,51
16,93
5,133
15,80
18,129
15,121
13,140
17,119
15,116
2,124
10,42
9,109
5,103
17,83
13,146
16,126
1,148
16,22
11,122
15,124
2,109
11,34
1,133
7,21
1,103
13,20
16,124
17,126
16,130
2,126
18,39
17,126
19,125
14,134
17,118
7,125
12,87
17,117
12,119
15,108
13,129
17,117
17,114
3,139
0,59
12,3
4,117
4,56
8,58
18,109
15,130
10,129
6,132
8,98
9,98
15,112
16,141
5,129
18,76
12,130
7,132
10,86
9,128
15,119
16,116
17,120
4,136
14,62
3,140
10,59
14,108
8,132
11,104
14,117
16,113
2,143
7,38
14,102
3,145
16,52
16,135
13,118
17,111
2,139
14,39
14,142
14,137
6,120
14,101
14,111
6,120
7,86
15,100
14,130
16,121
11,131
3,109
6,52
16,92
11,125
9,130
10,111
1,122
9,21
13,106
7,115
0,94
4,3
13,61
2,130
14,42
15,136
7,156
6,106
15,78
2,131
1,41
3,23
18,60
19,125
3,144
19,59
12,151
17,115
17,137
2,127
7,40
4,102
12,71
12,124
15,134
5,130
15,76
16,139
12,112
18,114
18,127
13,141
8,126
12,106
10,120
17,128
14,130
0,124
14,1
17,126
17,149
18,112
10,129
16,123
18,127
5,111
17,85
12,131
16,120
5,120
1,82
2,23
0,39
14,3
6,126
14,89
16,112
13,104
13,108
1,130
9,23
16,122
17,125
6,123
7,97
16,110
14,126
9,121
7,101
15,88
1,135
6,23
3,91
11,54
14,133
6,126
15,72
17,142
16,146
17,124
9,123
1,109
12,20
13,129
12,122
14,135
0,133
12,3
14,112
15,120
13,124
16,119
3,136
4,57
1,63
14,21
20,133
16,149
18,115
16,125
6,134
13,87
10,130
4,129
14,64
14,129
17,137
15,118
16,134
14,132
14,133
8,140
10,102
10,105
15,116
1,121
13,21
12,120
18,119
19,127
9,138
7,110
15,99
16,128
3,122
11,49
14,117
1,141
15,23
14,130
15,128
12,122
2,133
6,41
2,91
17,35
11,136
15,122
18,127
10,134
9,122
17,104
12,136
15,132
15,115
13,115
16,130
4,135
4,75
8,61
5,108
9,87
11,101
1,114
8,22
10,91
11,119
12,127
17,136
19,143
9,116
16,97
15,137
10,110
0,115
15,1
15,131
11,143
8,115
7,104
15,92
17,124
6,129
15,92
15,127
3,122
9,60
17,102
5,121
11,71
10,116
8,127
11,103
12,131
16,128
5,121
14,74
11,116
15,132
17,132
14,128
14,121
13,110
10,129
8,120
11,101
13,122
10,129
12,113
16,115
2,115
17,33
13,124
13,115
8,119
1,110
6,22
4,85
4,66
17,71
5,115
15,84
1,115
15,20
7,136
1,96
13,22
13,122
0,129
16,1
1,130
11,23
5,129
0,92
0,1
11,3
12,117
5,120
0,68
15,3
15,135
5,121
15,76
9,119
4,124
16,73
12,128
12,112
15,122
15,136
6,130
10,89
8,124
13,115
3,131
14,52
10,123
10,110
7,98
1,105
16,21
15,136
16,136
18,127
17,125
4,129
10,62
15,105
8,139
15,101
16,121
19,125
14,122
3,130
16,59
9,125
17,110
15,122
11,137
17,124
13,130
17,129
14,111
0,120
8,3
11,93
5,123
2,90
13,36
13,108
16,129
11,117
1,126
16,23
6,125
18,92
15,122
6,116
3,83
14,59
14,143
15,128
10,122
15,119
16,116
2,120
11,41
16,117
19,130
11,121
17,122
3,127
1,57
12,23
3,132
15,50
14,128
15,125
8,136
2,97
16,40
13,141
11,137
19,136
15,107
15,128
15,124
7,134
17,98
5,126
17,77
16,105
3,135
13,54
14,111
12,137
13,126
14,129
21,135
10,123
14,85
12,122
15,147
14,113
4,124
11,67
10,119
13,126
3,132
15,53
2,119
10,41
2,125
17,42
12,135
9,137
9,115
8,114
9,114
16,115
15,125
12,146
10,125
10,107
14,121
17,130
18,116
14,126
16,127
15,120
0,125
17,3
12,135
8,121
14,95
6,127
13,91
1,126
16,23
3,136
17,53
7,122
10,104
15,112
12,136
8,132
1,109
13,23
19,111
1,132
15,23
14,151
17,140
15,131
11,121
14,138
11,134
5,117
15,70
12,138
7,135
10,102
20,123
12,124
12,135
11,119
4,113
11,56
4,124
7,76
4,96
13,60
18,123
12,126
5,124
16,85
14,122
15,140
0,118
11,1
17,123
8,130
2,131
14,31
13,136
9,130
12,116
12,103
8,143
8,101
15,89
7,143
11,96
13,131
9,119
16,113
12,148
10,128
5,120
13,74
15,137
3,138
15,53
15,127
0,141
17,3
16,127
16,126
11,144
6,108
9,94
19,104
14,135
6,135
16,79
18,137
13,105
11,139
16,113
13,127
17,114
17,131
18,140
7,116
8,103
2,92
16,36
13,124
1,129
13,23
5,128
19,73
19,123
17,125
1,129
18,21
15,116
4,140
12,75
7,130
4,94
1,68
10,23
14,124
14,116
11,142
10,121
16,110
16,122
1,138
14,23
12,142
14,123
7,134
15,103
9,131
11,107
10,111
13,101
18,122
18,140
13,128
13,130
2,124
5,43
16,68
8,152
9,104
6,120
4,94
3,69
18,55
2,123
10,37
4,126
11,67
10,114
8,106
0,101
4,1
13,65
15,120
14,118
9,120
9,102
15,115
10,144
6,120
5,73
8,62
2,103
11,42
17,116
16,142
1,124
15,21
8,129
16,90
10,116
1,95
14,23
8,122
15,114
11,121
11,116
20,124
1,120
8,23
6,96
10,93
12,115
1,119
16,20
14,128
6,128
13,92
11,109
8,139
6,104
15,79
15,119
13,128
3,129
18,59
16,135
12,128
13,119
18,124
17,129
16,125
10,131
13,118
5,114
14,86
16,120
6,133
14,84
16,123
15,123
5,123
6,71
13,81
11,117
9,119
13,120
10,129
12,140
12,130
7,127
15,104
17,114
14,113
14,120
0,116
8,1
16,101
16,149
3,120
10,50
2,117
13,40
13,126
3,118
13,53
13,124
15,135
15,114
16,133
9,139
15,129
10,139
11,123
12,121
13,129
1,126
15,23
16,137
15,140
5,143
16,74
19,140
16,121
0,126
18,3
14,125
12,136
13,128
4,132
16,67
8,135
10,94
16,118
0,148
9,3
14,127
7,126
11,99
7,106
16,97
1,132
5,20
8,86
5,113
11,75
16,114
13,126
3,127
15,55
11,124
6,131
12,82
14,111
14,127
14,122
15,135
14,145
16,142
8,128
11,123
3,121
7,51
9,104
18,112
2,153
17,40
16,133
8,117
1,107
11,21
16,104
13,125
12,116
13,126
11,123
8,134
17,102
16,118
17,125
12,134
17,115
13,131
16,124
11,137
8,119
14,111
1,138
19,22
5,137
2,72
4,37
17,68
12,128
10,130
12,125
18,133
1,132
15,23
9,123
17,112
4,124
11,63
17,109
18,126
13,123
0,115
14,3
12,132
18,120
14,127
15,115
9,135
16,118
17,135
3,115
15,59
12,125
18,108
14,145
16,117
18,124
8,134
9,101
11,129
0,125
14,3
15,140
10,133
17,123
1,135
8,23
8,108
12,101
14,129
9,120
11,100
15,132
10,128
8,126
19,102
18,132
15,111
11,126
15,118
15,135
8,139
15,106
9,125
14,120
10,125
15,131
14,137
1,118
16,23
12,120
4,116
2,72
14,38
9,127
14,124
11,128
14,111
8,133
6,104
6,101
13,89
13,125
11,126
14,122
13,113
19,133
18,135
8,122
9,121
16,129
12,142
12,108
15,125
14,123
5,138
13,68
4,138
17,70
14,108
0,133
13,3
3,119
14,51
15,136
1,137
15,20
16,123
16,129
13,116
0,116
1,1
15,23
16,149
14,126
18,134
11,120
18,116
15,130
18,124
12,126
16,113
9,139
18,107
15,144
17,126
15,121
11,119
19,118
15,128
17,127
15,137
9,114
12,120
7,137
12,93
2,121
11,43
3,127
13,47
12,126
1,105
6,22
13,92
14,121
4,143
17,65
19,135
4,129
6,75
12,82
10,135
8,124
6,104
13,81
12,120
16,120
14,135
13,137
18,148
5,138
9,73
12,116
5,111
14,67
3,133
2,58
12,43
12,113
15,120
2,136
14,41
12,137
13,125
10,126
15,134
17,121
13,131
15,133
15,127
3,128
9,57
13,95
16,133
15,123
15,128
18,118
9,104
16,94
13,124
5,119
11,73
5,107
11,81
11,126
2,135
19,39
16,135
5,118
15,77
14,130
8,132
15,109
17,121
10,119
17,124
11,119
7,109
13,98
13,149
12,131
13,120
16,135
9,151
16,110
11,117
5,120
15,79
4,123
9,69
4,101
4,68
15,67
10,118
16,119
7,130
16,101
14,122
2,108
11,40
11,110
2,125
13,43
11,128
2,117
4,43
12,67
5,123
4,72
0,68
16,3
3,132
2,45
15,41
18,133
0,140
13,3
6,124
2,96
16,34
2,133
18,43
5,146
5,88
14,84
17,125
0,146
3,3
13,54
14,124
6,138
2,89
17,39
13,124
18,129
0,118
6,3
16,101
7,125
6,97
6,93
7,81
6,110
11,94
17,128
19,136
13,122
4,116
5,71
4,69
15,63
16,143
7,134
16,104
16,126
11,144
12,112
2,97
4,38
15,60
17,140
10,131
16,107
17,142
5,133
16,76
20,141
15,124
19,121
1,132
14,19
9,123
3,113
13,55
15,126
16,132
10,116
12,107
2,132
18,41
3,127
10,55
9,124
19,122
13,131
1,139
13,20
14,126
8,114
16,95
14,129
16,136
11,118
17,105
2,112
17,37
10,130
13,112
7,157
14,104
14,134
15,127
2,135
8,37
3,97
18,53
15,143
4,130
14,64
17,149
15,132
8,149
13,105
2,125
8,38
13,120
13,108
4,146
7,66
15,88
2,125
13,41
18,127
15,143
11,127
16,128
0,134
14,3
5,143
11,80
4,140
15,62
8,126
17,111
13,136
8,132
16,106
4,144
2,70
10,40
18,119
14,109
1,136
14,20
1,126
18,23
8,136
8,104
1,106
16,23
13,126
7,116
18,109
1,127
12,23
13,115
13,114
14,130
7,116
16,94
15,136
14,134
18,120
0,119
14,3
9,129
0,106
12,3
12,138
1,113
2,23
